uid,community_label
-3209871160637429881,0
3128286596769638279,0
-4891809241306740853,0
-8352829191340783731,0
-288128082911385718,0
-4643356735790495856,0
-5148858572216064107,0
-614574315671361642,0
1385638944891053977,0
-201707935181699171,0
8792376503024445345,0
5299603158304278439,0
6505265973897349033,0
-3351929421732059220,0
3987311386541451179,0
-2571898382951438418,0
6866814920865769391,0
3824621024683452339,0
62322225162323893,0
8100377239410558898,0
8697510594689533876,0
6725010438453004221,0
1246234994292959168,0
1333132175831623617,0
-4306260666199111740,0
143365513264482245,0
8284713620723394498,0
7339217312157394901,0
-4380228702651308071,0
857488570129352669,0
-6602254543246546975,0
245984772474783714,0
3043177973771970530,0
9204604851775113185,0
-9103105690588026900,0
1272545453850650602,0
-6356695886338029587,0
5737515130746398706,0
-291535767603959816,0
3978424565267228670,0
7349143985142704124,0
5116136012954953729,0
-341821063994963964,0
3856793119741118469,0
-4507669326836676596,0
-1588076099131889653,0
283979722400770060,0
-3998074579835697120,0
-8627914917428230110,0
1422811435264116772,0
-9217319071901079512,0
3020590808069376037,0
5717219636508149801,0
2232622583568099371,0
-438627415516796884,0
-7161937852147873743,0
-6742225823020668873,0
149183892935542838,0
5954789624108402746,0
7034302084448200763,0
-4920453412509366200,0
8200661342460201032,0
-4606906405280085937,0
-5871879422001493934,0
-6107721176565561254,0
-1343958434595108776,0
5681333550177273946,0
-9200212169792690078,0
3853270255520155750,0
-5200635622221289364,0
-8505653750230734736,0
8577680818676189292,0
7886845925077936241,0
1010769492052682870,0
-8405259922171254661,0
-6112205975188240257,0
5416906202969032831,0
-3768801236500248446,0
6596241431785834625,0
3198645368298023047,0
-1393346717670119286,0
-4962665871567034213,0
4950432240635087004,0
909126299282499754,0
8521952211504285865,0
-419696356374706002,0
-7888137134439380810,0
-6586474753873262410,0
-480336383304193864,0
5873721461120567488,0
-5240906889846912827,0
-4659752671289546556,0
-6969114717134796600,0
7675983580126046407,0
2097639439793342669,0
-2001042738790946604,0
1689380562639235285,0
4520379916066973907,0
-232349288596404003,0
-681797786104878880,0
-4980876878796191517,0
-6917524990579717913,0
1645238944056043751,0
-1034289634198632214,0
2222853032000473323,0
-8044577009343248146,0
-4430840613066004244,0
1694521955081718002,0
4413631078959139071,0
-4954461323955533561,0
3419984959682029828,0
5387693080394475782,0
6366000880280955144,0
-3804054441760839411,0
-5847401255063369455,0
-1598116303069927153,0
4374437822067173648,0
8111196750575044879,0
6073524159945918741,0
6873545549832440097,0
6158858922350012710,0
7899714530556520741,0
-6356157988814862035,0
2554522807283796267,0
5259914153245165865,0
9108185378638031148,0
962409127205546290,0
8504586256280750384,0
-6952250193955886794,0
-7273570918004381385,0
-1761978418511427274,0
-1146663524955887308,0
4804225219407636796,0
2949445747866102079,0
-6334681305385055932,0
-3505798674739631799,0
-8038479571623671463,0
-1965063602973488805,0
5334699687409830239,0
-2465158832851285660,0
-1368157559622260378,0
-5412381589439714965,0
7075285047332088172,0
-4326599669730498190,0
5060606416468896112,0
-3053607037835843210,0
6781868078219962743,0
5065009452645214586,0
-4999884487415731840,0
-8643576144853964412,0
2347919313257818497,0
-4614699978913789558,0
7040909132298660231,0
-1043919914283480691,0
3258731519944624532,0
4610391855110433175,0
4330264950241970594,0
-8753743718817347159,0
3545952277593590185,0
4239358396212193713,0
-7446899332348859976,0
2867092673975585214,0
-5544648486003316286,0
-5789774228333213241,0
-2668926823304074807,0
4073950717970672073,0
-6488846350841189935,0
-1540462138148804145,0
8262818158858480081,0
1196235492959291863,0
-4706811879648499237,0
3075558980580469213,0
-5467567464578102803,0
1003540546902116857,0
5046245593705892355,0
8727306091286702597,0
4806155989854276113,0
8997120669532129810,0
-3572268142196168166,0
-4329160082805552612,0
-2291181880549709283,0
-4672704971278570975,0
9141769653558995485,0
-3060164503489140182,0
7303075170624981545,0
4029224002302642732,0
439467146367232560,0
7736390489488968242,0
7563193352575371828,0
-7245659135595746756,0
-1523667632780580287,0
-2214165670767130043,0
8165792997250181698,0
-3853030225187567028,0
-3635097284706506156,0
3408723354330729047,0
-6040716751816209819,0
9202522211496348257,0
-5433803737598547353,0
-5880198497509954966,0
1672654935242590825,0
2955115342332234345,0
-6537492426576737683,0
-1771693583917954453,0
423779310800890475,0
7982767919638866541,0
4705108595794332271,0
1871509098775759473,0
2282883412656728691,0
7935897987041028723,0
-4268188530921338237,0
2855802180472646273,0
-6610857662662555002,0
1167443479997287050,0
2196845736506886798,0
-2354856309531112815,0
-6270277083738330476,0
-8177888869860971882,0
-8758717308626244971,0
-4527394966781359460,0
5488865912931101341,0
-5993678815270761819,0
-5765587973595501911,0
-6882974251719538000,0
5984152550853929645,0
-4963794959533888846,0
8201922833220381363,0
4502002492680710858,0
1712057599702190797,0
8315023717132675789,0
-6671888300662830380,0
3047584383839800022,0
-280500344844547362,0
2612048928397273826,0
649966020243229414,0
-3570060552584525080,0
-5685760106594055448,0
6044227474505722599,0
5962405627020454633,0
8957306076798233323,0
4203557142721186544,0
738939297565444849,0
2497051409160645364,0
-664069504474772742,0
-7709148290570261749,0
-3717023241794655472,0
-7025709957333144806,0
6464959097249729312,0
5297113454967671585,0
-3385428555964060891,0
-1926644213467739353,0
2908005142448393005,0
-3784809864786367693,0
134964217584364339,0
9215801817023392566,0
2792212523767245635,0
7323508843585137474,0
-2128747476914123960,0
404718825181244232,0
7037247332744981319,0
-2543645492414731438,0
-1213281501134828714,0
-9151819332859688101,0
-3553560930119865510,0
5429265234232118106,0
8382977091783183193,0
5621542755608619866,0
4620519076377242463,0
-6503453345358754968,0
7701196267476355942,0
-4623702741084869779,0
487432432139684721,0
1413461853770525555,0
-1312927022112928906,0
-845602824693781642,0
-438172634635310210,0
-6271462816847197311,0
-8700923478281589885,0
3300920292793133958,0
-3134798554552398957,0
5119040260955532177,0
-3216928508009927786,0
5089454053781261208,0
-6585019360979506276,0
6102622673330301849,0
-7566673296882021471,0
-4650149099312813150,0
-672263132921304157,0
5426104580208839589,0
-8764792709252748374,0
375625206084119467,0
4914734310595365808,0
8107822636252294065,0
4629989119324007356,0
7078139837493226437,0
-5980102521245185076,0
4563880187203562441,0
8259614350362905553,0
-6475375709864014884,0
-7396705031792030748,0
-5243355935878722583,0
6202164795690707943,0
3242107205161348076,0
-1641508869108552717,0
2198045643175308276,0
1016333890575133685,0
4078500943900756983,0
7172233301845937143,0
-6096078063935812611,0
3083498471665609724,0
-3117003093376455682,0
-2525535242296316927,0
8378024561156475904,0
3981958813868870658,0
6012741597680348164,0
2585150108534189083,0
-8834905231298139102,0
-3100192920524002255,0
346013595293125690,0
5402956141723511867,0
2873721140161621061,0
-5214180091502195638,0
2785912994526063689,0
3801048376176544842,0
-6754377474519348146,0
-2831031040646820786,0
7639363584801778760,0
5159399052757470297,0
-3585965257354154916,0
6804519806004366427,0
5202400552593779806,0
785071988984179820,0
4959328518901132398,0
7304320091389119602,0
4566141212316429428,0
1612621732779412601,0
-7643522979836621692,0
-7407686768525374330,0
-7236485549846795130,0
-4410047183431512954,0
535967345289243782,0
7297907604315704452,0
474233897193458824,0
-5254589204505219950,0
-1299299003751363439,0
4709630546078657679,0
4809723670411963539,0
8797769135885454487,0
5862066368792677533,0
1391305154408860832,0
2995915215925603493,0
6430270448106286246,0
137254041427012777,0
-4105289358531515221,0
-2780474603985867597,0
-6952676396527063883,0
3236484566937169073,0
-4072731554725417799,0
6112786452152315065,0
-1032279242440184642,0
3043384991377919166,0
8238475017475132607,0
448985454687964356,0
2196943371069304012,0
8008204204526701770,0
3662017384525999316,0
5531607645549989081,0
5935915703272541408,0
2266515732153920764,0
-1296477491477312256,0
2647626043433143554,0
-1800597316759761655,0
7535041204110519558,0
-6206322979913659119,0
412833414014856467,0
8957485782327356690,0
5055243243112967444,0
2146327052656766230,0
-4197194699284820710,0
8974851946611215640,0
4698204689098992927,0
6376682208654224671,0
-2525782714144019161,0
-3294301711343776471,0
427685303286852904,0
-1763302739910791896,0
-5401816450752082641,0
-8922988095563780807,0
-6623041364381471424,0
1287694621411970374,0
2738080373224230214,0
8468578584595737934,0
7221587372736695633,0
-1723720291511767712,0
4693924380495736160,0
-7254201696468996763,0
-632389078513078939,0
-7557211387379126934,0
-6116835776078107278,0
-7980425770288870026,0
7543624040544308593,0
-743180002553950836,0
-680324393719452271,0
-636379712622670442,0
6229918744292052375,0
-3310312509361517154,0
-7002315649350070875,0
5781396298959637920,0
-3635337277992317530,0
7886661350499978658,0
1278392803286150565,0
3609789672247946661,0
-8356627152043045460,0
-7073969099862200913,0
7645967316957564331,0
-5743119889053700685,0
-8885549632517345866,0
2916026360327515575,0
8871448757822156214,0
4038741289281981882,0
1187281156097461693,0
1493601615845100990,0
2258029230518521279,0
-5197202188690494009,0
-4575127658167923246,0
-6177181226440864296,0
6211518174933609945,0
4120318098791116252,0
-5190123024577663518,0
-1517432936245514784,0
1112627399346163170,0
-1780599592302375445,0
513889809943834094,0
-3138513184624128528,0
-6559993443285848584,0
-2416906191643128324,0
6636651795734564357,0
6755658986222063117,0
-114508798333317604,0
1315828151611076124,0
-6666305795183186399,0
7418190897104367139,0
4874006000567651879,0
-4924235964690444750,0
-6871473086318080461,0
6207488538168348208,0
-5968799438706921930,0
6701563311130693176,0
-2658720811585122753,0
8672734035281251904,0
-3347903669193355705,0
-8384949863338430903,0
8518906994791493202,0
-7051061984902836636,0
5626631721008893541,0
-7599586137038098836,0
-8889376140192985489,0
-4292103348751315345,0
-4756437627404661132,0
11135213790785141,0
4067133621667163765,0
-5709748122159288707,0
1106615076109848188,0
-2824447896840868228,0
2605955413693509245,0
-6441585872351867259,0
-6882493527848571251,0
-7966938124533469539,0
4774045270104149658,0
-4054048840198639966,0
-491735363268514138,0
-3957530369581601112,0
-537876973457822042,0
-8643805376520819025,0
-6302049250103791952,0
-6061032930997170508,0
-3675981258599936332,0
5440913753047027378,0
-4866869704431513929,0
1459873890289815223,0
5023734065489702584,0
-8981999383669322046,0
730171125288013504,0
-29434100637241660,0
6110559157206478536,0
-1927580273151177008,0
8777256632182902484,0
7049586460053450453,0
5537567847190597343,0
-2558076167645942036,0
9152275419104055021,0
6619475279719296756,0
-281590034676117768,0
-2887909584302870790,0
-225248416478900486,0
-2504032851632541949,0
2967795591829155593,0
-3764500307090764019,0
4265759172036988685,0
2863396188038442765,0
3478415778583899920,0
612758860781145876,0
-7682604805071466726,0
5104367042193526552,0
-1143182120825860326,0
-6412102166299775194,0
9062100280040615715,0
8778649613185437476,0
4632898052361506600,0
785799791929397035,0
-6164280686305841363,0
194806468653575982,0
-5006515757238702286,0
6606792340569001777,0
-7904217452943265993,0
7069429899705290550,0
-3714015133393948866,0
1997206463722590014,0
-1618141425735176386,0
4876353914782633793,0
-4992913804389339318,0
-6182488683885293748,0
60937562999140179,0
4807126332557561683,0
-4170287282447995047,0
1619835613356388190,0
-5141498729617100958,0
3135215089317228388,0
9089034664164200291,0
8018843833480556387,0
5404844171929104230,0
-6455683578944360597,0
495821220937617258,0
275331323533954922,0
8075074565027016553,0
2341631255352848237,0
5684765385484619631,0
3325519525205798770,0
-3574893544236052618,0
4638888806158197,0
-804806675582242949,0
-7684136450966057088,0
6340841931053739904,0
-8565425509779165296,0
7029030308602580876,0
-5759631940644204650,0
4876058711803309980,0
-7644286154366423134,0
-5497870023908487258,0
3200834032028995499,0
-832702716305985620,0
8614147930445229997,0
-4925111889187270731,0
3015564622598844340,0
-8911214270359597127,0
5568033074926464952,0
-4878843096269353021,0
-2140711802711904316,0
4196679591814213579,0
6942587359852810193,0
7850301196385349585,0
-3831927759373873190,0
8311083813719977949,0
-5276859026060193821,0
6191966213456089063,0
5031708239961853928,0
3717270402792869870,0
-9123144600386138120,0
-2334468735365050366,0
-986489394500743167,0
-55486346876506111,0
-7598171195537985525,0
6367204618965782536,0
2664942170254659596,0
8417231532474273806,0
-7508061102835412971,0
2798178202670395415,0
4033089275948929051,0
-6991751185995476959,0
-3791222179823349728,0
-8391690593765371865,0
-113105897023885270,0
93316039015993389,0
7182223708009934892,0
-2275981618826383313,0
-8866296071715721162,0
-6487777721497333702,0
3921141523369349177,0
3504603996218642491,0
4235085848808558656,0
377105002524381251,0
6284498352057331779,0
8575797591172157511,0
-8483646244259401648,0
7438024725504651340,0
908073510643527759,0
7718666325435355219,0
-3263930635851042729,0
5847263120704229462,0
5713711600455430231,0
-7910440425448066974,0
853313322399469670,0
-309248262603509654,0
5369184502148771947,0
-1417696414228959123,0
-8063254914410524549,0
5832835557824499831,0
7662878895946084474,0
6505072807772582012,0
6485715906725245051,0
-5917532227544534900,0
-5815568877413232495,0
-1247559318749908837,0
7495551423787323546,0
-6088838879143063389,0
2520152893417410724,0
-6818421221623721814,0
-1769175907546615639,0
-6910476090198601554,0
-2441660001320079179,0
-5106121677000462151,0
6450349039122280632,0
8735557084027850941,0
-1914689738908618554,0
-3455757323593731896,0
-2671708495078936371,0
1112774592297234639,0
6662927118603948238,0
7586166122302804176,0
7617955780774801618,0
3689242415247167701,0
-5501354139227705123,0
5771788430731546843,0
1893140114959012062,0
7014107468272111838,0
-890670810440855327,0
-1848293757992283933,0
8846390609605865695,0
-8308553621806599958,0
-1614762935616769813,0
8662761122122666221,0
2833941683384439025,0
2441283870313320690,0
4673841676681900274,0
7388146094914892016,0
-5537736389725023986,0
-6077611990487543536,0
6911875644655669517,0
-487956916378398450,0
-753336279540043499,0
4115713753970954517,0
6069653647596056864,0
5370297746686767393,0
-58505135065140951,0
-4464349159017393874,0
3525059037448991021,0
8905419753163501867,0
-8935758079017160394,0
8263002930362724656,0
6009311501816115508,0
274993639642108216,0
6974845541917053237,0
-8778337333312253635,0
-5003382649033756356,0
-6650949617722994370,0
6267941174115537214,0
2579783711688331584,0
4447763931010076994,0
-7454693094448443066,0
4092503033044709698,0
5039096682930614594,0
-1710563599798570681,0
2213281591793594696,0
5951711546134720842,0
2784001039402373460,0
8673755244421206355,0
2953940415110041942,0
1795731629996093782,0
-8826191188881149604,0
-4607657961085480613,0
5343343318683586906,0
-6254365433160035999,0
-560545957591658145,0
-2536602233767366302,0
4620268678066819427,0
-573635202596720282,0
-1578178869618364057,0
-415844584671399568,0
1913640749639455092,0
-5181014480421121671,0
-6638921125382934148,0
-6772208858039234177,0
-219755123110727294,0
3672097033954013572,0
1532286137497964940,0
-4065240770570038896,0
271635837671616914,0
4989516505848435101,0
-3567272535588417119,0
-8630019636691357276,0
-5593978392558407258,0
2223298898482786736,0
-703274785353903694,0
1704753454223348147,0
-5564175751897411135,0
3398727878792810943,0
-8349209321117642300,0
3983883549618491840,0
6533377138090209727,0
7032387476711240128,0
7419824957418172868,0
3071365146312626635,0
6055103966711222731,0
8399405427743863245,0
3977432893476024783,0
-6282805061411524131,0
-7515493760585281043,0
5274165144809320937,0
-1761861902083812883,0
5512886617546936819,0
-9001539153781788157,0
-1887354825479949822,0
-5775629612028349939,0
-7239034334236610026,0
-4889722407510461928,0
-816678443398811113,0
-8907998736105803235,0
-103693074507025893,0
1506086632880935455,0
8359096280052019741,0
-3975135122134576606,0
-3634907512130317790,0
1793645250436690465,0
4008700488854917668,0
2977432902651859495,0
-6852775313557622230,0
-1131822013543812565,0
875443102027723314,0
-4141727454811246012,0
-1580926094289898938,0
493392904570098251,0
-9196552796859518386,0
-236410539686251953,0
8897695386520490576,0
6221287234039845458,0
-1840982618026249645,0
-8053365474975313318,0
8172015045668188756,0
-4798874735422598562,0
-5206586428167900578,0
2158944740374737502,0
5967493836566516332,0
513813256290177649,0
-341882789384686991,0
4097465163712705139,0
4971848832364196468,0
-6834167742973349254,0
5474115350218863225,0
-4539757028327681408,0
710331899503006339,0
4100071220240732802,0
5212462038336270979,0
-7282900972833951093,0
-3909918260355460467,0
-137025737027448179,0
8259919050554331787,0
3794935459925168783,0
-3688129389590252911,0
3743879171501347481,0
7603364956151329434,0
1836003130684773024,0
7605403283807154847,0
9047110419801731745,0
-734725236115967324,0
4738897557797909162,0
-1837492656763047249,0
6403800174078988977,0
-5354758332202044743,0
531061438152807100,0
2518099883179602631,0
6377692665028588236,0
-6339788109789924652,0
-1164200841612225837,0
95993410898940631,0
4750869989117358805,0
-8507203603058363683,0
-1208631230261849372,0
-1999589951164181787,0
-1770458842298903834,0
3211535488323048172,0
3040784329289183982,0
8682277767468774124,0
7527295655843508973,0
376817338519819001,0
-5774110257236593920,0
-3920931003837435136,0
-8812106594360995069,0
-3091942463849270525,0
3803295955500004097,0
1993156159222117124,0
-4674888074200108281,0
-7731104182562286838,0
2476942989368234759,0
6551362147585479433,0
-4277369416927915244,0
-6727797617396288745,0
3687703695147021079,0
