usr_id,score
12864,0.8622111845220032
58613,0.672395038183755
59173,-0.012852135006554006
624143,0.5642470292816969
760916,0.6453580359582405
768856,0.5642470292816969
778189,0.6262980036180185
780281,0.014773549654095391
788034,0.5642470292816969
794332,0.572911222600394
801019,0.8622111845220032
801202,0.726469042634784
804425,-1.5876877834241505
805272,-1.5876877834241505
822064,0.014773549654095391
846461,-0.6066630377416663
1009901,0.6934546825257007
1015571,-0.15306457495358555
1120611,0.8358452853538041
1160031,-1.0495719004805153
1161121,-1.5876877834241505
1232961,0.726469042634784
1357911,-0.3386558442992061
1461291,0.726469042634784
1642381,0.8226623357697045
1801721,0.5642470292816969
1864381,0.726469042634784
2015611,0.31978539760266217
2171511,0.726469042634784
2193981,0.726469042634784
2204021,0.8622111845220032
2340581,0.726469042634784
2655791,0.5642470292816969
2732481,0.8622111845220032
2855471,-1.7493810777085441
2957071,-0.19427471861127962
3002731,0.8622111845220032
3096891,0.6934546825257007
3168151,0.5642470292816969
3208071,-1.6118632220821754
3362411,-1.5876877834241505
3377601,-0.641069943419442
3422691,0.5642470292816969
3511961,0.726469042634784
3551701,0.5642470292816969
3575001,0.8226623357697045
3615481,0.7079673242979772
3736841,0.8226623357697045
3863751,0.7419480662699475
4415001,0.6453580359582405
4548661,0.014773549654095391
4769571,0.3651286455105762
4794161,0.8622111845220032
4827221,0.726469042634784
4902951,0.726469042634784
4999181,0.8226623357697045
5031441,-0.06692613945758308
5175311,0.21811360051910708
5229661,-0.7864571168850276
5273681,0.726469042634784
5345602,0.7745656892022443
5385972,0.059903002446558835
5474772,-1.5876877834241505
5479912,0.726469042634784
5542712,0.726469042634784
5546512,-1.5876877834241505
5631292,0.6934546825257007
5640562,0.726469042634784
5835972,0.0031499197447965254
5845252,-0.7864571168850276
5966992,0.2280176780582715
5991092,0.21811360051910708
5994932,0.8226623357697045
6044332,-1.7493810777085441
6115852,0.6694063592419706
6122292,0.726469042634784
6229042,0.059903002446558835
6277092,0.059903002446558835
6277702,0.5642470292816969
6293922,-1.5876877834241505
6342542,0.5642470292816969
6431812,0.726469042634784
6446472,0.726469042634784
6468102,-1.7493810777085441
6507112,0.8226623357697045
6528642,0.8226623357697045
6558552,-1.5876877834241505
6619972,0.726469042634784
6670292,0.059903002446558835
6672742,0.726469042634784
6793362,0.726469042634784
6838872,0.6417533090485741
6859342,0.7103971322556485
6878962,0.6859135392965123
6911912,0.21811360051910708
6953012,0.5203879681444057
6968862,0.4672276382351656
6973252,-1.7493810777085441
7003512,0.7745656892022443
7008842,0.6267446835805034
7057422,0.6453580359582405
7059202,0.6934546825257007
7178612,-0.5117203770712269
7254262,-0.7864571168850276
7254422,0.5642470292816969
7261072,0.6197821625323346
7297702,0.5642470292816969
7348152,-0.9240977042607681
7374992,0.5642470292816969
7377622,0.7154642559317563
7379612,-1.5876877834241505
7436022,-0.6066630377416663
7459792,0.726469042634784
7506322,0.707603694001022
7509242,0.726469042634784
7510452,-0.65874574021557
7517622,0.8622111845220032
7518922,0.726469042634784
7519602,-0.5117203770712269
7520762,0.5642470292816969
7522552,0.672395038183755
7619272,0.8226623357697045
7650242,0.6934546825257007
7662372,0.014773549654095391
7684582,0.564247029281697
7689742,0.8580977862829965
7689822,0.5642470292816969
7694642,-0.6066630377416663
7698522,0.726469042634784
7699802,0.25200538064765826
7702002,0.726469042634784
7702472,0.726469042634784
7724132,0.5203879681444057
7728542,0.71322910690185
7767042,0.5642470292816969
7769572,-1.0971754105829086
7771532,0.8226623357697045
7773872,0.6453580359582405
7779552,0.7695617364478115
7785232,0.8226623357697045
7790122,-0.4160369877169901
7790952,0.014773549654095391
7794252,0.7816803455189909
7796802,0.5642470292816969
7801342,0.8226623357697045
7802892,0.726469042634784
7806312,0.5642470292816969
7814792,0.5642470292816969
7821322,-1.7493810777085441
7824352,0.5642470292816969
7825922,0.7437905792099557
7826742,0.5697963725534851
7827962,0.5642470292816969
7838322,0.6453580359582405
7848592,0.726469042634784
7885412,0.8226623357697045
7888482,0.726469042634784
7889582,0.8622111845220032
7906582,0.6048025326199687
7910642,0.726469042634784
7912832,0.7110509440207782
7915342,0.391180314900402
7918722,0.5642470292816969
7920132,-1.5002534873579911
7931002,-1.7493810777085441
7936852,0.726469042634784
7938852,0.8226623357697045
7944892,0.10799964901401907
7945502,0.726469042634784
7962232,0.47229132157694553
7971342,0.5392437567348717
7972232,0.5642470292816969
7975292,0.5642470292816969
7982282,0.5495277432011154
8000192,0.5642470292816969
8023962,0.5642470292816969
8037112,0.7943401135783935
8043892,0.4142999924831057
8069652,0.8226623357697045
8080882,0.5642470292816969
8088802,0.5642470292816969
8096112,0.8226623357697045
8103052,0.8226623357697045
8105922,0.8226623357697045
8117552,0.8226623357697045
8117702,0.6453580359582405
8130172,0.8226623357697045
8133272,0.6934546825257007
8180702,0.8622111845220032
8187972,0.726469042634784
8207212,0.7745656892022443
8211842,0.6453580359582405
8211972,0.0147735496540954
8213912,-0.9669515438331168
8241742,0.6453580359582405
8255352,0.7176763917860856
8258222,-0.02999403712512181
8272112,-1.5876877834241505
8286352,0.8037808543088305
8290532,0.5642470292816969
8471872,-1.5876877834241505
8474942,0.5642470292816969
8488012,0.6234285053895949
8510612,-1.5876877834241505
8519232,0.6139077218217478
8541572,0.8226623357697045
8565932,-0.695846388708498
8566362,0.7213455930202964
8566512,0.014773549654095391
8596402,0.726469042634784
8599282,0.8226623357697045
8607002,0.027804013946282635
8613692,0.7658893527384443
8626072,0.726469042634784
8630802,0.014773549654095391
8648522,-1.5876877834241505
8705572,-1.5876877834241505
8713412,-0.6066630377416663
8802532,0.014773549654095391
8817272,0.8622111845220032
8833212,-1.5876877834241505
8932062,-1.5876877834241505
8937682,-0.7842377436928655
8952422,-1.5876877834241505
8974082,0.5642470292816969
8977192,0.8226623357697045
8993532,0.5642470292816969
9078862,-0.02120800422998469
9096792,0.05682646731128689
9114002,0.5203879681444057
9152452,0.8226623357697045
9154802,0.726469042634784
9165882,0.726469042634784
9173332,0.014773549654095391
9215872,0.391180314900402
9264652,0.8339354452013908
9321302,0.726469042634784
9321342,0.014773549654095391
9348372,-1.5002534873579911
9355572,0.44886921969416693
9365072,0.5717919562848526
9459152,0.059903002446558835
9564012,0.8226623357697045
9632102,0.7745656892022443
9654482,0.6934546825257007
9656262,-0.2013980307872867
9673752,0.5642470292816969
9713242,-0.02120800422998469
9732212,0.03394844941876841
9736142,0.5642470292816969
9744252,0.726469042634784
9755552,0.8226623357697045
9798472,0.28209168250930056
9812592,0.014773549654095391
9851442,0.5642470292816969
9855372,-0.4442558841286046
9860102,-1.3519775374874048
9899062,0.8226623357697045
9955082,0.5890816596411986
9968262,0.014773549654095391
9973482,0.6984673991171484
9976792,0.726469042634784
9978192,-1.7493810777085441
10038362,-0.6066630377416663
10044232,0.5642470292816969
10052072,0.1494216806733636
10098412,0.726469042634784
10113282,0.726469042634784
10122672,0.8226623357697045
10140892,0.8622111845220032
10141482,0.8226623357697045
10157472,0.8226623357697045
10159832,0.6194029981012942
10163892,-0.6462159736748082
10179222,-0.6066630377416663
10185582,0.059903002446558835
10200672,0.8226623357697045
10228762,0.7701523772912662
10246422,0.3145963181864658
10386362,0.726469042634784
10391982,0.5642470292816969
10419812,-1.7493810777085441
10464182,0.726469042634784
10466072,0.13415114261895572
10472562,-1.612440782830229
10480142,0.1795079825350059
10491382,0.726469042634784
10494132,0.014773549654095391
10524882,0.726469042634784
10624792,0.726469042634784
10633662,-1.7493810777085441
10668832,0.71322910690185
10686152,-0.5576830594932073
10712342,-0.3623872009099325
10718792,0.21811360051910708
10771982,-1.4229368901983113
10807552,-0.41151135990443904
10823582,-0.1848834533135386
10884252,0.5966914319523143
10909852,0.8358452853538041
10911462,0.26008210910324503
10949402,0.5993801821058647
11025592,0.5642470292816969
11061482,0.5642470292816969
11086422,-1.5876877834241505
11169212,0.6349056065562994
11186802,0.4337922516095848
11242312,-1.6685344305663474
11261512,0.8226623357697045
11278202,-1.7493810777085441
11307992,-1.7493810777085441
11408322,-1.491760122226144
11417402,0.5642470292816969
11456702,-0.5117203770712269
11631412,0.16535819153731346
11636302,0.726469042634784
11714142,-1.5876877834241505
11758412,0.014773549654095391
11820812,-1.5876877834241505
11823682,0.27578556698235374
11830952,0.6291358346229318
11857212,0.5642470292816969
11865722,-1.0971754105829086
11888262,0.5979345462852527
11943472,-1.5002534873579911
11944892,0.8226623357697045
12013122,0.6453580359582405
12062982,0.5642470292816969
12079182,-1.7493810777085441
12084182,-0.665331567498322
12087952,0.5060353946537781
