node,community
325233102,0
2928675281,0
343615958,0
164096470,0
152021475,0
145099236,0
42977764,0
146934252,0
3864300015,0
4788357616,0
187206132,0
170084854,0
431376895,0
2220141060,0
372034060,0
56789518,0
133425681,0
208620057,0
176859676,0
137554463,0
566766118,0
111323693,0
2165631535,0
100043315,0
140642873,0
67414586,0
6277702,0
357222990,0
150899279,0
210078288,0
178514512,0
2189044314,0
877783327557767168,0
907018472118505472,0
560065128,0
363235946,0
68881019,0
988540319506583552,0
1176880113813770240,0
943174486970552320,0
831420829598699520,0
1177542739858247680,0
1183549159296684032,0
1009418418326556672,0
1017461313877004288,0
1167893236737855488,0
1112525443,0
976457663365206017,0
876625779572035585,0
1155890085151330305,0
1143448987351076866,0
822252430037569538,0
1161028635794558978,0
957298792470106115,0
735701641,0
342829708,0
3436800651,0
933388672514347012,0
3427248795,0
70781596,0
102435486,0
41659042,0
446507686,0
127158951,0
2381154988,0
120752835,0
112544463,0
178432723,0
4194585315,0
1695214310,0
162532072,0
251882223,0
53062387,0
2463476490,0
195971857,0
2311105297,0
114780948,0
1613875992,0
607398681,0
581946139,0
1406692124,0
3013856031,0
192219943,0
351259459,0
168364869,0
959515465,0
959599202769698816,0
316173139,0
2324925281,0
142781281,0
163277665,0
1202375528,0
198863724,0
3729419117,0
915737460,0
403057530,0
88738686,0
183290752,0
811981531086548992,0
1112539927827410944,0
1088865863430795264,0
1077616585416863744,0
139914117,0
1012104373395222528,0
860893099547127808,0
989906647601606656,0
1036789164350599169,0
1014162292588638208,0
860881341088493569,0
2784332684,0
181250955,0
909138505468702722,0
912057581367160834,0
821564829987205123,0
975773502245662723,0
2830273427,0
808465994679283716,0
917051059838873605,0
64170908,0
254651309,0
1589668784,0
149679027,0
2789616567,0
1149168571,0
454224853,0
177007573,0
2976844775,0
71068668,0
271313920,0
426077207,0
1283107872,0
120007715,0
211356712,0
1083544561689989120,0
964065558386872320,0
964317594399444992,0
1125070316542267392,0
1062685773214945280,0
736252494142148608,0
1020856486078091264,0
2896489521,0
315845684,0
195144761,0
82750524,0
1440164928,0
977950925913493505,0
1000165539942141953,0
177785924,0
303508547,0
1112164154222219265,0
2774699082,0
1576594508,0
144673887,0
76368994,0
577621105,0
3352726648,0
876203130,0
227208318,0
939314041402658816,0
1128679130650873856,0
578595971,0
936342080875630592,0
870016831712628736,0
915556925538013185,0
1652780167,0
988526641520545793,0
160943239,0
916060282992168961,0
1167134286518128641,0
351636615,0
887789258261630978,0
1139330480954904578,0
1151553613946392578,0
964675773381709826,0
1132478186074378243,0
1015335071593762819,0
436423831,0
1124060377418010629,0
176819357,0
194153632,0
307113120,0
196766887,0
188140712,0
126307503,0
610921648,0
443272374,0
132261250,0
113790134,0
863890615,0
3397659831,0
60083391,0
218508481,0
1604013253,0
228052173,0
1714498766,0
101420241,0
53112018,0
14920916,0
440585430,0
1159107105879711744,0
793820524875046912,0
588991712,0
874809649534558208,0
180030699,0
167496942,0
224062707,0
218631415,0
610200823,0
2825604346,0
430279930,0
850210679571193856,0
933114472662671360,0
865242374,0
322612488,0
3948735759,0
175615258,0
1686056222,0
145755431,0
2464632109,0
463318320,0
311545137,0
3083406654,0
581061954,0
487566663,0
369093972,0
195972448,0
51899746,0
152391014,0
291466601,0
183471479,0
1047276981262462976,0
1138646320355454976,0
1154079057107202048,0
1135748268271579136,0
1677249924,0
1133761914461466625,0
870398623649083392,0
4039249287,0
1161853789198069760,0
1119444209306677248,0
1047944580468027393,0
1123428450239492097,0
1129730779242803202,0
1117024228589678593,0
1123987198527909890,0
205385098,0
123260305,0
195726738,0
113044883,0
146927000,0
1142960299345162245,0
7728542,0
134647205,0
1557245354,0
300658094,0
1235955132,0
148811198,0
739741129,0
3347729877,0
2426818007,0
2423803355,0
1330671067,0
574033373,0
142487008,0
198389217,0
799043046,0
3028135405,0
1723313646,0
8080882,0
139546098,0
2284080631,0
31510010,0
263286268,0
974513249931608064,0
8211972,0
872978773246853121,0
3384593933,0
618417682,0
3399257619,0
168513052,0
178482727,0
150818344,0
116313650,0
3174321723,0
365850175,0
2392690240,0
570961474,0
840592964,0
291524177,0
149646929,0
205205080,0
289050216,0
3863654003,0
33255031,0
1019373894711627776,0
1057975026782294016,0
583446142,0
153448064,0
1099376112965242880,0
1044393779636195328,0
4295880323,0
987090061027168256,0
996483844030320640,0
1181297946190663680,0
1030103937167380480,0
985471688476446720,0
1107823968709496832,0
1105569649587113984,0
997932734650765313,0
952131028218531841,0
1105116077636440065,0
915695902093987842,0
1185302929680617474,0
939912719427424258,0
1343024780,0
999738217820835843,0
928006717744599043,0
1056660224675926020,0
158920342,0
52154007,0
974430578622844933,0
3713404577,0
589631155,0
3164016309,0
328715966,0
15290060,0
177753807,0
172846799,0
2974944977,0
171175638,0
155283175,0
9973482,0
998362866,0
1860415230,0
8974082,0
355061507,0
3001306901,0
243199788,0
65531694,0
1152577334,0
141381432,0
53841724,0
726601532,0
172707644,0
148246336,0
228921154,0
3784986437,0
256241488,0
2147733333,0
1707396955,0
1918422878,0
4377644895,0
135982942,0
1099306324184231936,0
966768137785012224,0
962845393418678272,0
922176568914571264,0
944101865641439232,0
1643523942,0
333074283,0
1576177519,0
89329527,0
1065961903871193089,0
3508080508,0
816776278204444673,0
3315175299,0
196849546,0
4441534354,0
1672236961,0
207335331,0
3314093993,0
147009449,0
2444513196,0
574214065,0
133484472,0
135491522,0
1357549508,0
275115980,0
275558359,0
3052367832,0
41365466,0
145412066,0
534310895,0
1873358834,0
1473212407,0
3255308279,0
768003066876530688,0
799431703701884928,0
734168824581345281,0
1000533393933766658,0
829787037515599876,0
1087736589256675333,0
799032032017993733,0
812130655270293511,0
4625666056,0
731162331519062016,0
702623982852378625,0
723981337061953538,0
701769540909273093,0
243281928,0
1179816454432182277,0
911644136368898049,0
857542193703157762,0
192737290,0
122523668,0
151171094,0
3028914202,0
129249318,0
1852665895,0
2219716648,0
2928185387,0
844140614,0
456192077,0
227143761,0
430207061,0
1042985053,0
93630568,0
227340393,0
3374927987,0
91451507,0
51441784,0
2928660603,0
1658581117,0
3587854463,0
944593415794069504,0
67088514,0
286658702,0
138211470,0
81571983,0
2575970448,0
1323823250,0
3686887581,0
3251998884,0
4464038068,0
4798296257,0
242389188,0
140595399,0
2939637964,0
1388253392,0
159862998,0
1015402711,0
580415702,0
4850397399,0
2730725598,0
628437221,0
510750952,0
1676488944,0
337826034,0
137875702,0
164884729,0
1025388859687952384,0
127709439,0
756957806947868672,0
702995965465206784,0
795355804962529280,0
706818153062473728,0
759491249195851776,0
821151042867961857,0
713344475725176832,0
144929028,0
749991179744321536,0
759159400011538432,0
87249168,0
349384976,0
122089751,0
123744536,0
138203419,0
493449502,0
177729824,0
903325875755724800,0
915593146062516224,0
1001159573615587328,0
1064686550317969408,0
1387065661,0
807964992,0
396890435,0
893494216172679169,0
206352716,0
888403392090996736,0
450318681,0
2338173279,0
316772707,0
346657128,0
2281476459,0
568783226,0
218231163,0
275288454,0
271577478,0
2369302925,0
202338701,0
3372888465,0
29913493,0
1482600860,0
1456632228,0
191721901,0
834867632,0
266359216,0
213143988,0
164712888,0
2701029816,0
329019840,0
76190146,0
158601670,0
3551701,0
70840791,0
297964000,0
123326945,0
2521289200,0
36475381,0
81121791,0
130208255,0
1108361761940537345,0
67097090,0
174625288,0
810967253340536834,0
3078246939,0
1395962396,0
3045470752,0
192688677,0
1568633384,0
181793334,0
523588152,0
596275776,0
2766762561,0
203354693,0
375280205,0
193393232,0
170152533,0
3903230553,0
3112186457,0
118878820,0
241783401,0
143954537,0
3304682094,0
2766615153,0
3165475450,0
848138875,0
577516158,0
3117093503,0
3145577087,0
725930848034246656,0
15938179,0
193942163,0
198300316,0
163885724,0
2334560930,0
250344101,0
2885718729,0
201511628,0
1296331470,0
2634101467,0
104313566,0
290771698,0
149517045,0
277803768,0
826991392870260736,0
734751729695219712,0
189281027,0
741015630560780289,0
128578318,0
157012753,0
2470966062,0
4484903735,0
193082176,0
186856266,0
4879872845,0
92861264,0
2198008658,0
1152480084,0
1332548443,0
348222316,0
488338294,0
538612600,0
383038330,0
818586023458271232,0
217256841,0
2379977613,0
262517648,0
2172474263,0
270062496,0
928379820,0
702993328,0
280990642,0
1133546032086827008,0
1025910322366955520,0
17683410,0
2770785238,0
1687073760,0
145322981,0
2493035493,0
33936362,0
248796150,0
749415189825617920,0
802380018076778496,0
802168970262511616,0
784535210062938112,0
743238298022346752,0
772232266227548160,0
806153089241743360,0
743649540033642496,0
3910595595,0
4908921879,0
2908337176,0
633410587,0
417535010,0
256119849,0
603722797,0
216085554,0
801862710,0
926741558,0
312915000,0
4259075134,0
562058303,0
4809053248,0
146633794,0
197153864,0
1166767183,0
376812625,0
187708499,0
281056347,0
547083359,0
40498279,0
1161087540444762112,0
864955826808786944,0
927902002197270528,0
157381742,0
4123358326,0
2149889145,0
185676923,0
780581215547985920,0
7918722,0
1015154474074214401,0
153031811,0
88650890,0
3345233063,0
1888597160,0
316945604,0
426439888,0
1115346146,0
1979258084,0
1539044581,0
221140201,0
215430384,0
2553074929,0
2156172532,0
287511797,0
247403768,0
3717108988,0
336606460,0
707777790,0
1179903491449462784,0
129496322,0
1184623256596291584,0
725308676,0
1078364504440872960,0
709087642508500992,0
1080938527918039040,0
1081782037109972992,0
1112018724331102209,0
1187049112706916352,0
1092848909444096002,0
1054168249846374401,0
143422731,0
290141465,0
8607002,0
1067464909905108998,0
195343654,0
110310713,0
1199658300,0
2739189058,0
177722694,0
349246803,0
1378235732,0
494450008,0
4882404699,0
4540421475,0
621507946,0
105862517,0
956118398,0
749402127970205696,0
972903517965910016,0
973015859823247360,0
714487798636609536,0
1376916877,0
130381198,0
183760276,0
908784287486443521,0
1115428349294280705,0
102462890,0
297694640,0
1059247542,0
2607982209,0
253908411,0
4079383995,0
146658758,0
484922824,0
766842314,0
186414541,0
215111118,0
62502351,0
172717529,0
319075801,0
119789021,0
203191775,0
113817057,0
2538304995,0
1421735412,0
152786428,0
1150942300647899136,0
1108522902368993280,0
712413535373017088,0
1120528176889905152,0
1086685482606575616,0
1120752219383578625,0
1137722715991883776,0
1036328202665377792,0
728320456709816320,0
1119698403343122432,0
1166085726045388801,0
1041529585295343617,0
93951499,0
1429149198,0
2285925896,0
69752338,0
169473563,0
1133451904095272966,0
154203682,0
2750182947,0
1105528704342605831,0
2606667302,0
69555752,0
191804968,0
712394997937655808,0
63600187,0
958168713831829504,0
1037179195661668352,0
1075996211629445120,0
912528954,0
148067904,0
1018943554587119616,0
915193360230567936,0
896086011377274880,0
743831108,0
851850822,0
69416519,0
88200781,0
1013281662493446145,0
287962708,0
387659351,0
3223008863,0
474805856,0
270489185,0
539465319,0
88790639,0
53778039,0
138794616,0
553186940,0
2785556097,0
850241050828394496,0
2478438019,0
317732484,0
2552002179,0
847263497796767745,0
371938949,0
195909265,0
132167315,0
26031763,0
1785583254,0
1004705436,0
505370272,0
200119971,0
95483559,0
314783406,0
67073721,0
2855876283,0
436270786,0
219346628,0
2369894092,0
255288711,0
2720839383,0
224073436,0
292738782,0
52434655,0
282760928,0
152975071,0
67450598,0
141022953,0
149067500,0
178542318,0
58545903,0
40597231,0
185603836,0
1181606891564228608,0
957643907432636416,0
1131654508474458112,0
1161600222973321216,0
909416283191566336,0
978830776249802752,0
713864962037440513,0
1024302144759980033,0
970611641908912128,0
1030450102442319872,0
1049350303773024257,0
1125197249259167745,0
1129071350579126273,0
1182343975195303937,0
1003434419330408449,0
627054356,0
1019643829597691908,0
1191999252,0
114603798,0
901955382796541957,0
79714078,0
1140461466727931910,0
1046851039075426310,0
1142861616897253383,0
1022622252012068871,0
175052596,0
341563210,0
2735183691,0
704633949453156352,0
223606607,0
25671505,0
256120660,0
48265048,0
4477302617,0
187570011,0
156333915,0
2252527456,0
338745190,0
4764858216,0
3130234733,0
222877558,0
145430391,0
190658430,0
143529859,0
2580961164,0
276289421,0
1739741083,0
2470057896,0
6911912,0
1349687220,0
1570723766,0
3011319761,0
171661269,0
89855965,0
233486302,0
802359432868986880,0
741261130140680192,0
803945753077022720,0
375527428,0
794664876157370368,0
2408257543,0
153614344,0
503642132,0
359077913,0
100857891,0
90101801,0
75724844,0
3247265838,0
1605990451,0
402249781,0
3093633077,0
182695992,0
2724345939,0
1436850264,0
194418793,0
128006259,0
160725109,0
273471609,0
143054975,0
78370950,0
28096651,0
184563851,0
37288077,0
471357587,0
630615428,0
863484066,0
190707876,0
43767974,0
172202158,0
498874545,0
3319625917,0
1001102361803284480,0
1115252537861529600,0
87611586,0
622352580,0
94099668,0
2157598944,0
2825754851,0
81189096,0
2800859385,0
260790523,0
1656600828,0
721901176158101504,0
742323237036695552,0
88701188,0
289454341,0
46373126,0
99784969,0
959371544,0
1403476249,0
1561418010,0
245561633,0
270571811,0
23673135,0
1642780998,0
442374476,0
127957326,0
2475145559,0
234240360,0
2207676786,0
2632677747,0
755562082792189953,0
175380873,0
496449939,0
16185748,0
145725849,0
414218653,0
2524371359,0
2798279083,0
1537612212,0
840448442,0
98679227,0
84326846,0
948902336,0
3980155331,0
38894020,0
405256645,0
295336389,0
202488264,0
2729261523,0
2493295233,0
579328483,0
739277292,0
290691569,0
96909809,0
3323795956,0
151108090,0
843793981112795136,0
1109680323967795200,0
1962998275,0
1103986552017993728,0
1055319703206445056,0
1109860707590422529,0
1112685412701650945,0
837469769133670401,0
839843928874631170,0
3198958095,0
1469905424,0
206297625,0
4195858973,0
897874465,0
167524907,0
2370722353,0
165100088,0
1340447299,0
145087051,0
195779162,0
826090068905512960,0
956236991905091584,0
992183424839536640,0
35584612,0
272521833,0
388635245,0
2284518001,0
1149138880765054977,0
1600567928,0
140827258,0
137755260,0
148150916,0
132651657,0
148929167,0
423025295,0
266918556,0
196827810,0
226065067,0
329710257,0
159316660,0
1844943542,0
817617601,0
2191612614,0
190323401,0
175880905,0
3308763849,0
264567497,0
4901395149,0
2355550926,0
141261522,0
1924602588,0
164346592,0
168549091,0
2391276264,0
4808850153,0
748460778,0
603028211,0
61299456,0
753964374830833664,0
783415966625652736,0
1139952418744131584,0
786378085444837376,0
852358134983254016,0
1161279597335502848,0
1177230455697006593,0
878401984096854016,0
792918627657932801,0
1183465233647624193,0
142678795,0
1156222729420496897,0
774742164328898562,0
125090571,0
347446031,0
902675994259185668,0
1161347371420311558,0
130480939,0
761404212,0
62806842,0
607779650,0
151673667,0
1961483076,0
782032844562558976,0
341670744,0
232299360,0
1936325480,0
426933097,0
574913386,0
286219117,0
329218926,0
241154931,0
2300746613,0
60431222,0
171727735,0
392428419,0
829919147609911298,0
119053198,0
2249186196,0
251165590,0
171539352,0
273546137,0
372399002,0
179362720,0
92412832,0
256580535,0
287243204,0
159235013,0
23321551,0
1479384019,0
45186008,0
266607577,0
981056478,0
4257324003,0
37649397,0
872281895664582656,0
1037377855087411200,0
1072655750814728192,0
796447946040639488,0
893729989044174848,0
789608566168715264,0
1029848231763738624,0
893957697397293056,0
2983353352,0
757726315596447744,0
801019863154262017,0
1031721057235992577,0
780992528149610497,0
491813894,0
1107740725691777025,0
1093244624142041091,0
2789104661,0
869629901657309188,0
1104028073073278981,0
842543021396819973,0
2628459552,0
2334325797,0
1013937093976952832,0
1005473803315613696,0
733785383276810240,0
1000539962100584448,0
563133501,0
173349952,0
133086275,0
1160537691890552833,0
1145809909117784065,0
1002718757930831873,0
911766819060486145,0
178986051,0
146611282,0
498383954,0
990125143,0
145685592,0
328203352,0
2819513447,0
1063558254,0
4207582318,0
384146548,0
3359530103,0
180591745,0
986979481,0
393395363,0
176495783,0
2467183785,0
254180526,0
154008756,0
2989735102,0
985949817577902081,0
372407488,0
168672457,0
301726922,0
207592653,0
50871509,0
141720789,0
189603031,0
4767513818,0
105266396,0
1160732637549518848,0
880979627707162624,0
291888354,0
1472609528,0
889552985696739328,0
869135408235520000,0
1128087306001424384,0
1044009824244178944,0
1124388572579209216,0
885625508330971137,0
905458361168273408,0
904755372673703937,0
1161347399127900161,0
875002432333520897,0
1128700462973296641,0
1173744700941115393,0
362814728,0
896187371720515586,0
132750598,0
1029799359716761603,0
143416593,0
149372176,0
1354349846,0
859828389510881285,0
1640430878,0
1069006353891565574,0
157867317,0
244096322,0
2874522947,0
714898758,0
815390029,0
188038481,0
103726421,0
2774080864,0
4387749221,0
2825592168,0
44465517,0
131054961,0
2785508721,0
497442165,0
525794683,0
332987773,0
502807933,0
1050969949194268672,0
165567891,0
323149205,0
1075771986922549252,0
565484953,0
876641695,0
2649079200,0
150306209,0
197230004,0
154738110,0
139058622,0
233070014,0
423640514,0
578411976,0
391626189,0
105528783,0
16588252,0
1713413599,0
146611680,0
85130724,0
265944549,0
1175879144,0
138206706,0
3012484599,0
1290173946,0
387333627,0
544308734,0
4689903116,0
55672337,0
1449655842,0
2725404197,0
145317417,0
930930229,0
3071270458,0
8519232,0
2902253125,0
3407175237,0
1126833738,0
197959245,0
489307732,0
4909842011,0
310320732,0
208567900,0
1634172516,0
3932733033,0
634936944,0
144998002,0
3548601977,0
192929402,0
128343674,0
236936826,0
933494808936697856,0
344342145,0
262708870,0
346832534,0
862944919,0
557129373,0
4071382689,0
433323688,0
1065464713675448320,0
1072592223160672256,0
1368227527,0
281616083,0
132579027,0
400408287,0
4209622755,0
2225766121,0
175881965,0
145194735,0
1111426004806000640,0
1123777082708975616,0
1092436713430048768,0
1158390721466064896,0
1132387119173984256,0
929015129081110528,0
949374652262113280,0
1154973137131528192,0
1119107082874249216,0
1055607750485598208,0
75390727,0
1042786056666603521,0
1048754911910027265,0
4826275593,0
215097101,0
76955399,0
861929232,0
1025048336,0
458735379,0
1099828142146052100,0
1085164178296528901,0
1030236181550850053,0
979123634970288133,0
1167779675957092357,0
2608987930,0
1127885376042033158,0
137486112,0
1005510385196326918,0
346144550,0
471719724,0
2815221555,0
506117941,0
2325069622,0
147218237,0
186482500,0
220839752,0
389685066,0
2290466634,0
210632535,0
97754973,0
794348067462017024,0
994715144675618816,0
970041207920488448,0
899739670006951936,0
335486819,0
815827572277866496,0
1074142112931868672,0
2985705316,0
1271250798,0
227155828,0
1018498244907855873,0
1105847555085266945,0
925161964900413441,0
178478977,0
126730116,0
61661066,0
438075279,0
414121875,0
4770815896,0
767729562,0
124026781,0
487186344,0
395640744,0
3402801069,0
313679790,0
613425073,0
2945499058,0
1462067124,0
340524984,0
23486396,0
202874833,0
3135537113,0
228048864,0
566018018,0
477962215,0
2192211946,0
50708460,0
128221165,0
2820022258,0
6793362,1
1082720466261938179,1
3330499653,1
212892423,1
1118909433948536832,2
977393509761155073,2
936585117295837185,2
1113583424424509443,2
915021088043696129,2
928093098034462720,2
960970719935987718,2
832383516474212358,2
200278023,2
1006327049768796166,2
985883410882232327,2
1117926899051790346,2
987750723151593484,2
748914602881187844,2
130285582,2
919024377605259270,2
1116492366037254151,2
905155756248399880,2
347340814,2
299368460,2
2743599124,2
146014229,2
55050265,2
3107979293,2
2689335329,2
702939181,2
995885102,2
319029295,2
274071604,2
1093402680,2
738066505,2
817152888250241024,2
804375514760810496,2
239337558,2
360054873,2
276693087,2
822476918,2
50724992,2
2324299915,2
113115279,2
517865627,2
2592473246,2
362807455,2
4862509217,2
340132007,2
4087087275,2
2419327148,2
2292711606,2
3824550082,2
917373122,2
258343109,2
4638245063,2
3117023434,2
1614282955,2
363331787,2
2279604427,2
414712023,2
370409693,2
2331377896,2
73007337,2
4702470386,2
126353652,2
4060348661,2
162922745,2
164495611,2
2216165630,2
1339949311,2
187039999,2
1105951232861134848,2
840433922,2
219152642,2
138019076,2
619315461,2
156500230,2
3567911175,2
74973448,2
1321206030,2
497811730,2
49807636,2
1087460612538621953,2
920434834773893121,2
993858059297611777,2
933743672751022081,2
1105881212009308161,2
1002900948656840705,2
1055591634958802945,2
578552096,2
258998566,2
51773735,2
3064463655,2
2925658415,2
1129191837502267394,2
940625351075684354,2
984658262426562560,2
885448683067715584,2
904433691841179648,2
1030230971235348480,2
717188669006852096,2
949315375711301632,2
715696662195384320,2
1137769373588959232,2
1007987594112708608,2
1018883870710738944,2
556138814,2
3131179331,2
186646856,2
4766302537,2
143130954,2
3129737547,2
