uid,original_uid
-8764336193901437892,956901765340975104
-3340415399692281648,101746003
-5625212857520120503,166036680
8854614552884850107,38491084
1160235628850393804,3443469203
6650989978521666500,1499679020
-4941472838143594323,727022208
7646020690266221819,3023245155
-1287403169107516203,4289682252
6972791013756074697,973197695388090368
3038131106359335159,706238383
8396201549000787293,430735441
1221945327223542808,913813488
3434446883356311488,3353189879
5543635958153491084,151789018
-617705921142092688,180894656
-6144152692881062501,358147100
-2329826455862385807,4822852858
7682420278486362203,994543924239880192
6384160378015401249,464126224
-6308792948825949070,116605261
2494527577033973357,717392928239431688
3309126783916911855,911971725407027201
-65059590093111116,1107125801680596992
-3779567600682454947,574945793
8422108736487570696,958378100005507073
554876880127989506,1514310390
977467930897885666,722191191165558784
5334298118490585355,2583692470
1200281395697490021,1108541398394040321
-8417872247030851838,1088145973036105729
-7706671719642694202,1103710930351869952
-114514634016585537,3060249923
5860961362315042014,2939399385
-8247352030904377841,930974235786432512
-2328626405672253614,2341006569
8103751846540560140,1627131001
-3109819837422597344,1019262947556823050
-3386931712437539298,4288111593
-5389997862767563039,2738660375
-8582551298612578700,523180515
-2644780290412859398,2789839855
1773588603837968328,16859072
4649082409975420582,296713196
7614218585998729223,711916719296684032
8519447691437105885,29366403
8896219680366736808,349953799
-1923485380717966652,440317185
-775676517678077144,873318873248014337
6037318694294813064,3836774055
6450774853650706837,1071891962331049985
496517864132504073,327577527
2607958692122481673,3543888735
8215481123159590726,140827258
-303416725683008938,167869255
-2587330567491568113,737666966501097472
-2471097571567505311,50312680
8013613329695665167,1106621519613124608
-8479000739136499536,4137889150
8955445048178202144,910854168931393539
-3879223895872368993,966406886999326720
-2684429517969373405,888372015496933378
-2974730036980465109,1307405377
2375500144819571846,1032246693507608576
79857280252488686,404285663
-8044577009343248146,1343024780
-4193095184396774028,1350331910
7997634229591768073,118184228
8516614269549485270,2260805736
8382697699214408794,180007345
7133481737101845771,1027218044
-2956704636771402065,731124589321846784
8689760815815566906,1079918676
-2827797233169808460,472962365
-3417553937170001151,720100130117062656
-4959404407711971271,617215637
-5149372655780540255,2170781287
4332290974756715935,362523768
-37813378683130847,2909624675
-1127134875628010787,3199502339
-4543464259254771677,150290981
-4288028962858576643,2347803195
4664529342617642840,186158741
-5276746270189117292,119169760
1629181636128158973,171137789
-2267642079946697308,1078164664733892608
-7323070817245933935,1041337369
9191462401830862745,843613881834635264
-7154278074735584458,895451842242629632
-5218653455588974422,1528355750
2149186061632256515,2294426466
4672246139634920168,1889950669
-6081333919724121737,142718717
6194894848745467946,372070484
-14675006674418178,3827794570
6612710903355238369,4297521262
-6943760531298140484,2688449245
8514254738196267537,10179222
-415608707885440770,260214598
-2214655384101064561,152057243
2031216386595090090,2180464735
-2534381289533232420,888241509190909953
-4916531572295757345,839893688939601921
-4530782780810381140,1271178169
-5201823672750049297,89221619
-559799486783443897,111866614
5038538733102246335,83967017
8085163335214199809,134015308
7168197185190365580,1523287141
-6585019360979506276,146611282
-7553206344754365904,170533245
-4142706248420871745,1470646195
534399111879460623,65159254
-5058593531156977,488872365
-2291321982189157853,761573072168218624
-3163254909242970677,1719826417
8653853853693104975,125146569
8079273957698970922,18293185
8548973106999637855,579005882
3865917019640589457,2782924394
-8235512073247955663,175026459
2096250222581386384,741100118
-4373993373398982658,218624582
3278707853122864278,134155464
7630876289465045693,1106384540136812544
-5316273640516762224,4581732435
-3229405514300619149,1004784066955268097
10707546190788601,710987037281755137
4867608455805026753,891202141137797120
-8365005893588798725,127992278
5738197812256674251,3346193687
8213499450106488131,3923403723
-5635717229211369660,31005166
7276450129901330118,876857721580081154
7297892577063346710,152369649
6966885499486172254,1576501134
-6379103395894802476,981192780180533248
-1103853259771635314,1082804055741730816
5635317104662933767,2654621080
3141704547461261335,4749087957
2348396252783888685,1082658201152163843
-3749908934171037020,133360493
7435046862033081809,1398125642
3637216244674332837,138841042
-1756350524381737395,718550351562031109
-2139739042759446138,208623354
-1044801765503887029,2150022093
-7468775724922459062,1268675761
-5074556369843291083,840784481292341248
-7003850910447880326,3314018110
3930218747966934155,861290209941606400
-807955365336397148,3905636296
7925165038629756902,142449943
-4168609818761039984,1070648564525731841
7162290399034912717,100226394
-167391591767930934,1596314778
4759501568606137426,782954889123069952
8750622275631052665,386689272
691280612485953681,214545266
1918861084158370871,73141350
-3506907314173643522,128023818
4152732618525659323,130279316
-2028474841521656431,985070659
-4521306356156336888,2896065219
4450480945719348951,137759137
-5111305586178291015,144816084
283536362272816866,974519750
-1578178869618364057,145412066
1764492993020492028,317510095
-1095551270417525938,226911340
1109862357102147722,169197346
8893287797615073846,464085518
3143688007850438258,928729219
-9197555946161848620,800746626637701120
-370648936739502222,138643517
-3654613135003578011,2399063623
7820647231787503326,201817998
-8684189584640805085,170374440
6466837131239788380,1056618638520868868
-1712693585040235748,1380381036
6058733102006025472,157733843
1479417358260364665,331698349
-1563405784673030969,817416199
-2258435910789413868,153480685
-1718059374350674791,260885115
-2506980382718555585,404966541
-913239445922831536,401046164
-8316674879408110067,880573745458499585
3212886246714995001,1096730731622162432
1829334869421563876,2300387455
-6545386342279489425,63331244
3120435473676213707,24735713
-1645367977076346734,1111759949300944898
1515333534624740379,347335347
4826428323532072993,144884803
-5590400651639288690,875041822254522371
-6708923516821853762,4829926989
-6724163086607178562,351712494
-8661733850510124747,117158643
-8242426260947276321,1089657965785829376
2476122492472422299,348575897
-8645119769972724878,3342817695
4229354040275634481,826110728
-1766904462424474389,1073580530325708800
-7890465891450810288,23965285
4573537812248249254,2418079993
-3484837747775722320,519853624
-8482328686559664529,810981060842491910
-601594082435530359,1064953864959524865
-4789264481498252385,3349119167
-4000195793721101619,183997763
5997787623520513985,1419471690
-1269614676247617112,3803913446
-1760099644499676698,1108702303580835841
-7482398670343167163,900640536721313793
6223165367266170533,1513022580
8475548275595645666,1926561594
-8802611562817280233,1046537579036889088
-5492458580819132600,3127303529
-3824401192686320617,1103736830137155589
-9098547727377774518,2786915144
3987507846076403353,943174614729084928
-6774556052621116861,785528400
4229617612177777600,2880993873
-8166063994315367850,969304502150017025
3654723359931169593,171285514
-2636904745747456233,1262256589
1447830258030552374,16670884
-8022276687470545284,3326050276
-2441878722683098913,864062696
-5336663450285795071,1354178084
-2323706550792931145,736583058187538436
-871736108602224702,230834797
338633371766986440,154290113
2532722286816409557,850437128303636482
1068023156928122969,88054160
7443420056505832079,853995863517138945
-2616118787755742950,98166590
-652780459812159705,1292698380
1718625869020376716,1674257384
-1498303099497650692,4834312547
7079915639134024863,4002710602
-677390281313294668,3787444035
-3583694670647491712,905210618659164161
-140055941757910868,1075868959
5671737836224400343,190096692
-4162716476103589965,999810881281298434
-1262275511635062,2910390477
1408628778272551863,3645651441
-5831546808398401773,2220345589
3874769635209357399,162847281
7230998377133780828,145665681
1498933234956128067,1365542107
-4879317114188914399,51005183
2527182209747660812,1923164934
-8440743375569922587,416486303
-775017010694425012,205308644
-3393759657024872956,873550894838820864
-845316207868375894,59936094
-5317814280661177382,1107305314905452544
7395457290395947106,376232988
-1368417329312404355,113663451
-2084503494880975007,371528539
-8293765769927808555,250484439
-4941620461537972386,234854149
-320026096524322565,250479834
521113963529244496,187774007
-7153988306275372638,2922191457
-3353355489945698832,78639737
-7008893834391892083,409399538
-528389474733492768,57703782
3489025426519683417,1030841388806627328
9136559111512867069,372036229
5417472758456667607,306173348
5734435045590647992,720261541669437440
-4419496874585315757,456184752
-8666340076589743638,296941365
6534632815276449450,3308818413
-1590694077870822403,2534094748
7551309966482565306,2472766043
-8453320421684830704,204909476
-4971191082055775487,138523642
8735557084027850941,2334325797
3463737296708074210,726265004949946369
518243612241417614,3836838329
4353458783708757269,227564314
-3789782723768028299,105857751
9071192385086314618,1272752492
6772707690992698519,1013443061010042880
-6753111424598219885,4197431043
8029008829012754462,707157934636179456
1001734568965412668,715947100534652929
-3006854639356791570,2903978877
-2536010699313598085,967425053041274880
-583687824755184479,1131434970
-4565489345932502730,2447061718
-1393452303621359432,619766895
-4037987661805041027,1227645145
2678323590708166219,819008532368556032
3975420663814395243,286156417
-3042923072043339887,2981589927
-2306903413477338522,2532547693
-1443896408325803097,793436174597623808
-5966855263486697801,109714931
-2210278842166211082,2192077853
-6822524217497494909,249416171
1671505243150599993,794933857
9159157255894105832,187938395
-5147762767914039932,3323810517
2445240129331679652,2998737521
-141079715350777108,1038404014625488896
-7263824235788754070,1032422459662786561
827646818018751473,1004958468
-4556764136444948817,167411664
1482470308603031798,943492711616741381
3519534757936356350,196765605
124567127232648835,75770246
1918991498107092654,3357340655
-8231505050905868832,1293912565
7659140464075554519,126427570
-9176850005766078621,1108789621910134784
102877510648257881,1089036852751937538
2473869795225912488,4204424404
1464692289376808703,187375920
-1242603145238540007,909168437158715400
291526581854932527,4616168182
1380782786554353123,160811341
4268645061415083561,743532641891258368
4363638158660844549,3310571865
-7538660365551768033,2348817360
7309898531697158425,134164066
-1294345512612405236,4047931294
3670205075009709312,3404585733
1324504821670285905,1663302181
-4320558013704179934,581534376
-2028428334266614204,2488983174
-1727026384374125386,31035359
9154400696677264619,926523456522420224
-6912862102832374517,1106247536451506176
2561842328293716765,836006330813014016
-115641579462166586,1941504278
-5169704811097484682,3434856557
8905026039583783560,52076129
2406801772144481136,990082736
8228882690371607349,2406803028
-1656798494206033802,2189348232
4558714976302709515,1107089079030763520
5834357199449386359,335740231
-2101798535455707065,1005941884068429827
8330033989526214017,350330626
-3337775056370327816,957861362885169152
5181382145759870653,1081010258
3842016206332353665,2991282802
3545221708854083975,731437082
-2698847871991050305,150328023
3031148031871038399,333100398
6130691840037588292,856986284623101952
-7976275353026828322,1461234967
1888070270328574678,182115512
731600027386140321,147267819
-1365684273026643269,1064196680860528640
7872605692430485676,3766005917
-5774299190685600683,182064523
3600983200864393338,1104457149810466818
6293868107322747972,2258334746
5519339055768259764,791088050566754304
-8518148526775664813,3133814810
5871624068570826788,45560083
-1162574495143797671,1054893856293052421
4200401824913291281,275765631
-8107414863320999422,1610372268
-5823950722682054419,573666644
-1164733826106644161,2424206510
8786416940259135295,476246798
-105653941396013815,220687328
-2088119087783169982,194253972
-4673545023966871605,323019054
6624378135166125239,2550328968
-6511731893987182822,942446377828839425
474472377339090258,1040326449557852162
-3339230988983067947,3425872354
-4373147589088914847,1318274024
-2177202963130685426,792500254620917761
9054801647845335522,1301893543
-8907768053176639399,3111546738
-558530204166718180,4031738433
5132213691630839206,2988175581
-1444226893767414103,834181700628385792
-5106853198809342700,938984872491720704
4954102547161398348,2742287595
-9012532688541209600,850048623517851650
8309512104551405487,1013890586
1760942550771529722,819537503816392704
3665082893015369317,153109789
1723134059653803639,4872684603
-5117073040367136983,118500085
4405450861428207493,770315288
7103077344581640637,2999961484
-6658749400512513099,163635492
-1430239694804894993,477737718
5903067164080025315,1106004375854567424
-1887792187586107197,4558635627
4147303039835986742,701662898
6427355712461651510,844730835643383809
5962278655298466213,995419840088338432
-3336082373405493782,131979436
-2229858279773482068,210856540
3194948674085649753,484757569
1979856837915141563,1073293059637633025
-85648467734320096,933663196111687681
-3960282911960371342,2552821512
-92561055340336795,193854549
-1156953564048178862,208586304
5967899031095086840,176943009
6823291105764770560,1040357570098225152
-3708737329013501266,238384386
-4523366854548084207,2335499870
-2961650635540626539,1068821263
9202862086165167228,2181220608
-4656750327414127783,36552083
-1780786316138756581,912314278279106566
4238966975897660338,160051456
-6580720626376670868,104035331
-6310828259980933025,140177593
-789259026637627496,117919873
3752490272280929069,1900832748
-7120271859598694152,1058429900376432640
2888577484136672624,1106944890477469697
-3181215143912002677,146586526
-8936546542551257537,138861111
9058936158625292443,4904549655
-7878067926730771418,1071454668
4104466176753664172,3351634545
-5565132453565470255,611076038
5492367707538332689,4105253427
-2240480205376891765,153529552
-4416386769919381359,1358610288
-3824162811547797849,1862162257
-4958972506428110017,972141650314219521
2986993992227253791,524212308
-4160532896174325727,136444513
-4439068867234812821,162038234
-6690339025716258834,2566424787
-5632021504023326482,1054141195608301568
-3499697227485920298,4441806437
-1067637483572645771,2458452713
1164923609613334654,1717983048
-1279159378960701218,888037591114797056
-3719467944753172908,799772248731222022
1832837307741826761,873502490
-8075499881352636926,1545719215
2598462261935178732,188483102
-6261154127797644286,758414049629601792
6324841887747392959,209732200
5776454733549438643,125125996
8038533769686455786,339266313
7418190897104367139,17548465
-4955333088599791941,875297645392261121
-535760112349989364,1055207347256205317
3298468149427071021,2947369125
6345560815493875747,587807099
7570168532759897719,2733929398
-8128827108689027024,507922837
-5580559645311037258,608725910
-5841946706040893891,513309455
-7583704592401208665,1359276649
5860523525946168367,966866910473326593
-3677374168936814369,928405817111478273
8025781449272371151,903179275200860160
-5616105153290187882,212252812
-6433782300494668240,180406199
7857210247313651506,1079218405977280512
2780958669534428727,1058907078
-7753897659398148704,1108745839932030976
-2992006423515408333,724021112368193536
-6083245258456074287,2836647185
-6876424495453479621,2533809750
-3958556674109983393,782783547375546372
-3478945213843347142,216081107
-1803705513724426853,1062416313216319494
-2518774573547306840,1785583254
769718444479138238,1894763059
-3734038759672284925,120225393
7304320091389119602,132167315
7496193993311135796,1616557855
-7806733710086333373,1098787657000337408
-3263930635851042729,838392941005647873
-1862340296957310756,360342348
8084472520900710824,280626997
3925529993711370635,210138031
-6524783260270054577,822438560
-1554748910360562141,1094911586140127233
-5359845684899245638,46451089
-3079765729019226305,1645366734
1924573644332018294,829403701680959489
7021497921838359736,73965197
8578770537252075927,311530006
4188717327930888037,808472612208840704
8796678997837676365,450531402
6805227966687024840,602235557
-7342051681019163334,2680741716
3151099513218355844,1628881002
-6258495865932924740,3154252397
-4729705500867531084,51477711
-255042208077023201,807643650
4488129827609893509,1091533778437185536
-5725150884537862108,248858262
-2077884091928269254,2339456008
-3505711906063277275,2355149574
-4002567613768410141,944050569534111745
-1417054290274389104,847778932174794752
1567688421834485782,3838085536
-1690120679869479523,929391590891753472
-4007541439580750670,2533629950
1797199832480364993,2326909797
-9153296158330885982,114342901
-7985749124005945609,525606956
8737140019827312256,1712937158
7825752474731817162,344746354
5512306563989227353,1693759501
-3572268142196168166,826991392870260736
5157430687209479989,725308676
-1325279709079747701,809400041253335040
-374632486687455068,880979627707162624
1734973648926181229,2435409737
9108185378638031148,178482727
2681349481615091993,817776070560714752
3750308577737382048,983864525253480449
-415844584671399568,1349687220
7808823160352440605,141319160
-5456916882168579380,987766216201777152
2659554699630578368,826257594
-2425167375122971085,929015129081110528
-3867891785431175903,49087139
-3873231668849681272,735116808387186688
-8348023325736510175,734004594947264512
-2456614191734019290,3712515616
-1334159274122265614,819373497063534592
-1087101405118984730,1107681973412212736
-3760414540409803631,117959667
-1266067665432561910,1069678911049605127
-1598344816353996254,777937965557358592
-2997621148908586004,143457311
6188952755091813888,198053888
2720799302490787847,145863569
-74395138844837509,521697257
5804671752858461327,1108542243810537472
-3686476823755932241,984765805270306817
3491907431440394070,120588729
6537437456895300373,3291590148
3928486316258680552,885014612399316997
4344520663126799378,1108110529565020161
3841303247574681973,1034433114381213697
-7574872044434911602,865642778918739968
-8471278247081269321,3349358751
-7604710901089278575,1545004123
2017146374311643318,2732727189
-4108500046818790792,153913877
-4711917476751392298,175034349
736422730058599884,1045423619927658502
-6903375194753993649,173908875
-6861236529440681467,146904949
1396520363455934838,2366061983
-862263471476054062,833319316321890304
-1449453879728215357,277988219
-2198322270813896108,4214194317
-1319744079648024084,1019706269085634562
-5960767965458854884,107464561
-1283324696989467494,904433691841179648
8661557653926794491,707543122352410624
-7878551081869405557,4759086448
3893008880687272665,866961384
-8724026193886192593,1126943305
-1101128769836848195,449846360
-8226857341400787687,3381003869
-6608169431406998782,4768523152
-5127762750793099083,181227132
-3615410443701083131,2879480061
2214049463140732819,1002163575463522304
-1088512507991630202,172167065
8454795821073519997,200399953
1835627533646625632,4254420016
-5949928477010833470,499443508
419262462337957103,102058946
8556933184579378511,4487653995
-7274432385448615729,267287349
4029900104131972905,171678865
-2404219338873594912,528771546
-4624550445288152822,203736224
-5421243741028969393,148106097
-9212652117838556260,2652476147
-1713811794586998522,3131422451
5923913124712308374,755484648
-1675203026267894342,167211653
-5106530298493623587,68073470
3201881916442905116,732001491058331653
-1745430554181492350,758468016967393280
-213439343188724822,3346851707
-6625887203940028560,1105243402264821760
-1061448942191977813,796146229340213252
50774492876393730,424302313
-4235509769670167784,4037230708
1043424517435882701,143773881
3432393383723694564,4707642087
-1080970836984356717,3411053103
-1006420534093508477,3142720330
1521256563935268220,67380772
6064347705207850447,1476494786
-1803959362897218370,707869039637487616
3696516654486091880,3435066004
2236452663154255311,749041581685084162
5100499065281470854,187650153
-3925883940019306525,869343505948303360
-7240848784024868170,322391671
939271604543499190,537665233
-6539967018572689356,726199855446691840
-3083465565139365585,890922278468407296
308435382449708541,583176631
8993756701427131102,2396803668
-6948840543652041365,459669982
3486323304476896725,311171526
6165292534973949435,1277388619
3348592856840322451,1540652365
-8409526918197773092,2302038745
-1080652273729928825,4196448585
-3831949271887515473,171563589
-2779005271461235080,282833933
-1053021600039544814,62859983
-244389716443975548,200214631
1084237762487486701,298762272
6331716614609205659,286501113
1711271497663602036,716801926919299072
8663688360122116807,183225675
-8329242438451537931,165096694
-3327165425664021335,193153918
-7664008550629157988,114925226
-1463375999815113288,152821325
4516068138419865690,926186059
7049440185523578337,1458072991
6113275645838188320,1935545756
-7897730977185929820,98690427
6259587379211961635,256327775
5938948305181944464,792745660567130113
-6203723230946853016,557139629
-3143527797904687406,789218558093979656
-8155410344349937639,726949169827569664
5381382099887015503,2848729960
3313734256901850567,4690708448
6998099641104593182,182200314
6526625399276673401,61347334
6654693210881706863,123729535
-8106826876671710212,998416236
2135162219415823332,172928650
-5540326024524163171,176482555
-9054424454550229144,216465923
7696835858488670491,2796806856
-3965781532741887298,496089583
6062388360705104246,265682216
7542224468005759528,3225748222
-6183241083986133939,585243938
-7453669958078426091,221709977
-3346659587461144658,1263381644
-345434916148235979,195619455
6406345818538388265,41069468
-1612657761147328409,1119268861
4841126359234240297,151714428
4444557631370280397,166332716
-2680484108159219147,4831226734
7923869953734094794,148460994
-5501272565381685787,1308777697
-2721080419671512136,1540098546
-4094346440773027483,611315143
4029647824824651711,545635507
-5900200266415041336,2460407708
1290317639014431449,182208443
4067133621667163765,138495189
789361639098077324,4085282722
-5777582955975274591,4211302403
7189205369309633898,806230254075412480
7434772620031766134,263763180
1636407021006886901,3403339817
101071938434670648,195982013
-8535233471103256860,3066163078
1922527166547899682,850765676788822022
-1668909600466061588,344317980
7702645902221082601,4219678107
6972312363762763073,318099463
8926752386580484816,607823697
6830092670913184483,627547782
-3999392233544914341,823772502753157121
-8384017832761331994,2168168020
4368730464590581574,164847639
4023742214679243651,360312158
-7654782015915386178,4872931228
2607304819847480791,154603677
-4011625604996596243,1100490228
-7867696975266467945,519758546
-8872439485697677070,4746077369
-1240711195174178756,171173111
-7071644149865781384,4593088995
-5322586386995148646,2596663020
-3844649127655045179,132685602
-1850362458141912413,3044790876
8318924004604450887,164712888
2424352664409818267,607566835
2675397845805763354,1661146687
-7477708952971573414,59946653
-9102780685186622676,180913588
-1408980693790353125,790002895
-5315383663099069597,753830263
-2436087373018389738,218601337
-513576085045520063,81918661
1086155746574247945,2162819690
-1784370116940825889,2805584737
-4379023796976624394,149248617
2576145532032627323,3433665113
-5691755528146097666,1038819480
2525363521212552916,1053138341468741632
-4640045099567763275,983714672254779393
7686119449175792784,163582983
-4431751949629442421,866258075598151681
7632494637043276490,920151757
-2572667285773477627,320461408
1427708339388385334,37094876
1648682351991046961,1068112944288985088
-7614414098624704465,549284296
2900829496582086820,1051195756890198016
2743470280669571173,381051483
4379044555356326377,1649064847
-2085936820273952177,1105975475892039682
-7598145387677026664,186031595
1770264716020736094,2200312615
-4578017250743469998,2232275397
9130916307809373959,84162068
2531580909984215651,1364492772
3078559675213163335,138251078
6113721639852742115,1056797582
-4275719278481172187,1106182972905086976
470914939617875982,378214333
6057359152985312780,177041139
7825711274040712186,4810554089
6604139360915777147,305776832
1399357029235379067,200935119
-394365831742878127,145087962
-7701024541491920903,2426427841
-4130564402005201667,1905415562
1756940788441777712,142684449
5614166020583696506,4102403607
2052831056321669059,168943332
-105448989671954368,3028752861
1221491790601305700,2197991291
7523396233162714297,73255900
-1177698073545810210,756948186598633472
2011719909901934006,842932315
-4233214634188416771,1940480678
2205190558066266563,2788063244
-7873291628915298967,1569188646
2024125862426440008,453904103
3533095159421105910,715871692464250880
4715327411622386093,35066969
1683107394259473482,66678345
-3677744087273484839,742197759042805760
3645062453595863986,1046335826400038912
8483329473680394333,38707318
2939207071486505139,488346471
6382620969418917159,145900988
6278295392734054902,206869571
7627496447952715146,146611680
-2878952230785195073,986363652692414464
-9071400845067186233,154593866
-3539827955672155467,208720468
3742198600808160621,63471092
-4212683035266296198,885198594
3704562632382380582,196304754
-7403758105273110589,112800418
-3658143498829118083,31141245
-413937129293535909,4005824493
-7208221289224457285,164545129
-1502090880112495023,1568139458
-9131220877672476438,1571864798
6898925686944364304,1372026230
-227491751195885936,758174528912654336
7045072166552080521,591445068
4840849054618491103,1042926928078897152
8401559777418755254,151598585
-3366783199115503228,184826660
3542657075135160849,190375623
-1441186918249786100,714191576
2829302046084462254,101049915
-8191483853589236349,1286563447
-316324288556252191,1014845584077934594
-9127152649189597379,4520487622
6612415677961805516,162922745
4248569312614122161,3424995652
-1659676803454477363,1104921139992846337
548936761549315685,828035658442743808
8644873433225614919,1101540576678367232
6529766464292497809,2369332701
-2787220394693564989,2406802326
7490396520333416491,204595478
7384358072853596210,963153036750159877
4355575007062055382,784019952986652673
3046194769303925184,165455743
-3478087669594051412,445859115
-5015476839754477578,506440297
1914060648593177376,1103796477271392261
-265267606234426589,721760366234112002
-330377255803224750,3411043185
-6417283133040846674,824069745557274625
8202753475148295946,324125072
-1463147659054077371,101882360
3591039641774957368,419447878
-1066372494781806155,932635252916477953
-1724148607293166853,58192120
-8124048017891562252,1684121474
-7708326676480333656,302236105
5906729462236426495,236841454
7112449379024634829,125137733
2774711759092686590,741469812
-382036843332830757,2802103835
6055677338061324791,852604458819350528
8484550501783692018,1010407339
6403129467327779099,547075471
-4752275146811139187,1036326954591498246
-4425786539026498912,197182198
-3020610397480508847,158920342
4818865141928804905,333514336
2464408580736771597,955813665508413440
-3479693664309639327,2522776692
8063302815033685223,1330502862
-4113048091128834112,1050750841
1739390917009835159,285309264
3755535887540489012,813786080
4717588339974523692,4821343755
7401190505135884627,167030135
3002369431258994694,1064919562779586560
2519395009098821609,57418188
-4878358360923404692,217668398
-1054658486373328597,758629235904942080
-4029339744630196872,586443729
6451452872363783642,227496000
8196781915345534922,2818295215
7613119194256743820,291456102
-5453514523023957940,213452287
-4641130094331821807,50957648
4398539871929667703,210524658
4608695461145895709,1016067596100296704
-6892891608923192017,874371183097131008
8356548505895855251,178575214
7753478643447888306,570003908
1877690578482769818,560755115
7737164295670257843,192651499
1058337511293553803,3247841458
-6015343496949657572,856300230
623267577208472272,289427173
-465232349647141364,1018644506
-2920490786264950221,1091369095856033797
516444370572166208,190439013
6474320526717362077,202656729
-6208404727542547855,93085931
-1631776352998890700,69800760
8896351493594620592,333143352
323952602202058436,120612671
4797257624519393814,1170026087310659589
3988620282433690161,1904056746
-1883032880846413968,3882094395
3263279393798511805,325906649
741525111496857376,809933779
8001489191061221202,1877114058
2725339724165668689,434594406
5922296685503909709,73187764
-7702272311248549812,214457859
5621542755608619866,174495489
3327813986234353439,3615454575
-2030942823306679017,2364557778
-646604438767329992,340509763
1992950277781131252,1388445793
-2880199052994936262,1564422794
4314215780329100743,834046064
1474540463039643927,701779311343362049
8098084231469221825,295234745
5876975423616603757,2414785050
-782156429493481141,719574523767562240
-7215640765336381227,1073199222646812672
-6710116382430815783,1463569830
-2213552392324034542,2276602255
-98176958333340108,832672460881268736
8399830966700130253,137905574
-5877352594285058396,144984618
6288302555581202207,167806699
-991519117590305366,232648886
-6427656498599386875,1572900254
-2267541442499903290,4799304808
-2908539505426425252,368501726
-6561442297448298383,171466079
8831167333377270124,90185866
-3578157498183829456,161703812
1884897488136076401,1475922182
7577776820213843717,1065604764916948992
-6072870000091711538,156373006
6042420978508049335,18662104
9074584005525256468,2397154494
-5448842326617715170,212946503
522974381687196478,1345584278
-5395402258097246458,4116670390
-2717338765805029661,711909761525092357
6800394275266753012,1660896090
2172953910024390739,122796283
637994840671841539,771125846291677184
1983566736445088784,758697960574226433
-3663913957037853922,923698076828790787
1847305565075662263,499294566
4762876035632883526,592008110
3953042701487227950,1621582212
-1949418257689158140,3296080015
2256388117849769580,1095470201448075265
-3701792416472523395,171322053
6310087412026437407,116422935
-9212120960803985948,319158428
-4070635118475331317,19315806
-55140470798640703,2474268354
696588784194065642,1090647647474671618
830474434064251403,262455472
-837088339190314915,160991906
-5064745195247154259,128968644
9047049126819078578,95658797
6683307319985554169,769924638113722369
-875239597275496152,525042145
-6368866469646431817,3383894434
696940249406460447,258421559
1273297419437365384,936982548755906561
7685411053131544343,1111219500123328512
2709184507791610862,288780091
-8525408390187133858,130208255
2204550019252586993,290735692
2049684750601605862,237100755
6498391919639177016,71528683
935536317419338134,35333100
-8442260011355206812,16014220
-2548668906948714492,112772379
-1640557340572199098,74058043
-6532297239287279207,1336872548
-645578299859461994,369907401
-4486034790890145985,1093600206900346883
-371074533535748977,755512591816986633
-1224211412226914105,176527943
8488403196788384814,186619530
-8099164677051064769,3343600762
-7632977768506479139,769236357722083328
6642659938460947698,3447107536
-5275317522557194019,1108866374124871680
-2766349176278550855,891457257682219008
2573556705451795312,3294856065
-3428602398145378212,1928071837
1492168184410310483,1059822922129436677
-4015022129327035939,905045427581571072
7496270639637548138,294117060
7426160040139633396,198531042
8197357244017367361,1058445250321154049
-914287887971816932,312866325
6839411553714205941,209790195
-6360297590360034923,86889073
-3344003959862160777,324620028
-4000601230281946303,310975550
7583895963454330777,285739838
1546076754845838656,2828237290
172032101979794419,583174864
-408039998557611318,1277945077
-5006278551841834864,750186402
-4262976841780158175,106560067
-8823391596393739781,2851086634
-3071623345159014962,154579114
4138153253399372264,707253045399306241
-8658360607807143610,4420529003
-6354292370980236786,550473888
-5568370552729357532,1106638928193425408
-9020274413533609353,2828122806
-3140911894802444857,137712135
-2698786770046858267,166320047
3851969560661570489,3112095431
-3063017685119284604,1146316166
-2743202099251863286,757401677515354112
-8634654316028328580,176301344
-5612216805358649798,170166423
-441638136403624012,2464045579
-3397773389935451311,885318344244703233
-1314671752442695405,759057707882147840
-8769756574828736041,893857665214021633
4204561571306875633,209318300
4588227495519602596,909284472
3117875810590566525,928285137409904640
8973606403233206647,235567550
3233277885700221803,138178021
-3740927562268763816,966859867054133249
-2054237214109194682,931986881880973313
-8624233969674183340,981296742003027968
-6664547629033908701,490972719
-5096405181234146534,1047976760745369601
-6570412919868586671,1096429437778886670
-5336910163680409815,187095169
-3736990806547946891,4747702642
-8616273135948662401,191630558
3325009909155938671,4495550957
6214268803618226099,377780704
-1128737905115882274,1039222364821770241
9076652411221372945,736024532
6141793305748832029,142062249
2819494613184095437,1105957625697628160
2492767777676289595,364522809
-6473676385099767533,336346484
899013555483556465,305077298
-3136637732058159109,109730687
-5444670338703631294,1636484196
3957692454742378175,330986482
8165678073723110278,876587063893782528
3707140165880783046,2733412085
2551058871508015146,348797659
7991505566844254282,173947874
436920791715811222,353123354
-6031163397268480126,2259076081
-8094459139623710376,158570331
-5685760106594055448,783415966625652736
-6633384397168682729,780581215547985920
-5382660765317240026,2741969938
9075681069381011735,716298000
6736672946769555112,120272178
-183790424774441659,270062496
5972910574592613702,327650117
8592930193768359320,1607210402
-6252620332692907016,972378163
-7906188080168855786,1049836095725293568
414248482088533397,717187131656040449
-62947367039027717,931708025303392256
1860952147484465671,1118073330
