uid,original_uid
8725491579087413395,166982165
6510323759563656029,941347112872181761
-2933264950082828744,770235201817604096
2068414507209815399,1103061723450433536
-9184885568872507112,187071499
348416273273344910,1657915705
1004284683149872021,1040398314380976128
1147302196884886623,169145747
4965125212353791205,147969023
-8353788224795428814,1241560483
-7066924214630307319,2911229391
-8834499899107750714,2221355622
-940524651074432911,829893607326900224
6489834498555721564,52610494
8277361736976141598,2548797067
3689864095022391782,1191762199
-1959343856643792774,4687617019
7213544817165689165,121851594
3191176432242902153,16567007
-2598869920922152321,1928259852
8384400466243956065,1729920014
-3006607943093572921,943022931139063808
-6153427510590834593,163249391
5086511817696384934,45452139
8578699863277251979,366879489
-5007980628729804716,2832772595
7516992128136629459,3293513796
7446928629403473335,717169209545990146
-7004019802103296895,1096811235239231491
3058051242042393938,842543021396819973
4491139467075076969,69581056
-3409854130794788312,3406503413
-2315671278820798258,748906300411641858
-7053839919518125900,748259155849416706
6738480501926956161,1076153049419341825
-1781853485337405963,1021908030403878912
-3733011069269900089,333186268
-91755874828400748,887001451960164352
-8690672565846886018,737749501771816960
-8385347011894659179,1071184543166676993
-149740614335417701,853060999234150400
-1118500952026114174,3361569892
6582686150368017501,1075781958175723520
-5500066712891936277,3387095051
809257232462134780,1299858678
1747278044907501058,1052626890505248769
5724605265371137215,1052961425537286149
8197074102532801926,1330114050
-8581016039329141349,2853741387
-7881713252854110821,3323982982
-574290788638101129,802565892508893184
-643978437813124230,356545777
-8434155050224445785,299375176
-299607208213560071,3030791787
861488300097211943,742449673965817856
-5264744808139557823,704486837155446785
-6484520489654829930,4108929076
-7149760599325879628,1129678123
524071164019461177,977982389526974467
-3717654391696357490,186987322
-6020645170438670386,2803178237
-5322684161568077716,262511393
2145200400034979791,1003017448793300992
-8821925688532630821,757675987278688256
1863377819365375918,301083398
8622984360054624989,171281571
-703691034307625034,2480617404
-3896857660070523888,1080831660
-5591060313864373683,527736823
-5428567320066520530,890526261126287361
-7979054404639734815,2371547731
2037936527370785770,1091490660723634176
-8686413553812109367,2361770156
-8441805031514193663,705539234753613824
7769510795085991655,123940786
6525994958395297117,1032422374165995520
-5243008159661158531,1078829056488099841
-1911035062838203044,60616086
-182926151313371514,459607320
-4302568953211649363,758113786431672322
4831530509574760178,751150424628101120
2423041721094409095,752168041
7761483968393978266,881766232927678464
-7794022339161095321,888557965
9193844020851016988,492289974
1564246357594286327,456053171
-2690401198815513849,3307609305
-3471785077200922391,2411243116
5241221912882878784,1365996818
-7829916459439866923,1049450877348696069
-2949434199948563744,133918352
-6586765741329205673,1604005705
6075389106593504514,1917690894
7358418695681535703,42515359
-3825830404860852752,339118700
-2780402646060865520,1035608888
-4442839841011683661,2809176940
-758413045261628475,196606443
-6385409476715731019,267131642
-3908287943793270487,1931202475
6932273559118467452,835140465007685632
-143029296993220909,1092912275046973442
8651812766398886618,1575986989
4810046583228071856,993923106807992320
5777494037022323799,963301295057784833
-4027541673309154332,974404046797901830
7323275793302310643,2549819452
1715235759207350689,231454540
-5355260407215360521,1099058444609470467
780160760788192006,254391017
1425277968787351223,141365885
-7769802403764908064,1075501138848464896
-6503267029804548701,918026683
5631832929515687843,950429877966163970
-2447558047327401854,711233243840905216
-3506960821701535699,712254606533894144
-6359698362741213903,627725974
-350233510248950163,2414636912
6184090931690410042,1064306712222543874
-4878119437796848228,81213857
-748844455666644059,309809671
-8730735699729107994,1085944573954805760
-7112599909082513421,884914824
8509989076720262141,921857405381734401
-9110430369168067494,747522944
1384366873542705879,713069409179406336
6925728054044683942,824715849500069890
-8585825286734157951,1020812327757787136
4897482195510521391,60982903
-6133597457898513370,3392850521
574987765200967802,305691554
1319842047661650596,2606524789
-2316917132701714084,336618927
-920594962987330323,552779969
1105407568489938667,809519178
5101688198648635041,701331670
-986600344415200746,2191415961
-4963481963100020455,3960052216
-8644834012641680777,309640266
8099270368756612581,129509550
-5344341382092144513,361401417
8729613164848575916,1014245787067351043
5067126604189800044,157433780
-274512554275958150,2440055246
-3992650674511283231,259979321
-5518131513497384205,3866364982
-6924342705137613026,4770771365
-4015950188102260246,144341744
5168298903954030817,4251125854
8082617062779286446,814890333666471936
7668726165908407254,3798010535
8008209583666368775,844660166276628480
5840620257596752213,1597329390
-1522207133657580936,187278324
-8049099603751905903,978560748837392389
9133640040738693234,3133561406
-1366155955817520236,282725624
2873375629536393610,940176079
-4288305458605907541,749373867479760897
8202276267247744996,196406312
6547877436322397657,958780757656383488
7517308534038199506,720254748436381696
5085850648915221841,897576181696000002
-8986853566839707391,303923952
-1766989138368868038,1384491782
-7677775426226017585,231781247
-6612107597292445384,742088181353488385
166317286250868620,147350816
5313657585264012003,947561916532187136
1148772762454156081,533770722
7092314768618261135,259809508
9044938732461551328,2537704326
-1233610858153089390,1065654049918337025
7795947618624673218,1036323970759491585
-5692052626062845665,1407937796
8169588430139148535,821702980974084101
-7365956992078233811,290671142
-9052329112324533594,820122483537956865
-3683136071543690838,1036750770094268416
1450291227639323884,1077917738092449792
5668130461046982380,501920500
-6531941182320200224,2783385406
-271311899486307723,3676939997
96831395998004105,532839687
17962859513153417,327782378
-8529476786971658416,199937017
4970137183122330810,1504487322
-4120915150705837211,1362878676
-8344279315095781818,971848007258959873
-1232017714859136643,151040995
1994780157631023593,232694645
-5399700130644457298,2903212594
8663261948490643571,870235934
-3949548676120329118,323667841
-654648981731783920,2579015342
-6438658711636744637,4758975443
-8876593220901765343,156054222
3361065094362074434,795355513957519360
1381316412218639073,854833584351399936
-7922031656443460042,3820944113
-3509916175498985198,1074405785839513600
959938309360460445,201694059
7633954026643445586,157390062
-90887043019393289,1042547320389349377
1781418821546855457,144960572
6904918465336269109,1036788147131240449
-6580411616757285303,2590455522
2954760085316346748,3307494393
7972800693714467343,1093625986191630337
-5086727592215941615,842944539346243585
8135977415198568936,2223503277
-1896691177902407263,996126800911757312
-3007822325898563807,2495653556
986734382991411868,947230568130994181
7251346191108129336,165160089
-4080502951092859355,972077837153914881
-9152545499217928319,195462728
4363821389839132121,897875257947717632
9080947577502266053,132063517
8852426294503088740,747399704992956416
-3122989358985931978,1286667936
1748825312282893567,420744438
-5653294811589339672,1004128375177441285
-4591147416502342525,2925003403
-3476067172712090756,758301530
8541028404874005478,899458509766619136
-7304571231249767478,248888734
-4509330500504470967,196340110
-5122309345564920066,989238386
3768091676167004802,3188516759
-3374514397555754264,179246922
-325857924226771892,220443631
144683712946806712,1911857497
6582499761381995057,2310884788
-9124611029147262411,838067748970332160
-4884483344008273012,1401427849
-9210226687333020302,2801864954
3618652948228498456,983754329713717249
-7595987916515813278,37078393
7468487452244987880,189296883
3497605086117835406,176961260
5873590525549603900,1040603312796696576
-1203722059455611673,4197637149
4005080008476088796,438858993
-2103857771910685291,2884779666
-7656753532312598035,1010310211876384771
-3488595900006309698,1385843886
7693768343639727545,344342145
-7227225875766028643,4506857182
-8320108652326105587,186524874
823277672122677713,1006496588
-2987803391410568788,1701362964
7466326964690172076,498133728
2428035139021104272,596576023
-130200626872277324,2646155947
7463764742111801011,721437529686294528
7807502491320967086,1716365622
1454107598481543911,3436651055
2407693056629354126,1065341559862898690
-8596978818798564909,2998196811
458243093616466302,1010670316392255489
-3592853201695196508,355195429
-3721299201921154469,1043343131272462336
-6742903287862659588,884645677
-4536346871981877099,2213995542
-5843658439644508516,575649871
-2131164313164020509,510595764
-8044720884089764030,990645311675695105
-4159428869790813053,172548044
2757935464579768784,229439537
-3196010900076815698,749995562058051584
-4855254375420410725,855830258
-2688551933663688813,153127426
6520437856521431992,925182606500679680
3017455695986520506,3241362377
4788158253505531149,1071547539013464064
-4261400673087746417,1037122826065666048
-4648237903381905104,1049420937643388930
-8427725098507989549,4366284195
-8191310108436611103,1025569419903295488
-5744512883754133430,1054695343386968067
3447467203218646522,464140870
-4443825421120006523,150442795
2111344048817750749,202008861
-6665760404209077356,100246964
624616060535086933,185305766
8060058564668257688,266956236
4690377214141625038,2263494435
-2402479040967280450,146519689
-6550921990773491992,1965378074
-3623699171078841616,3256312522
7963770617490575369,3579222736
-951671632107155166,498184248
-5354129261892399206,3220721126
-5755361812374298095,807570133
6699282129222331957,726134198
4567313351138774952,178959995
-3830115044763694156,3127109531
-2515863800364579516,747645760729190401
9094575378817264877,709909040210558976
-583205697005204809,874313760
2422147199430266080,956256475
-124117920130819593,957304591003148290
-7189434738427418662,756148751912148992
-4973069509497506363,1032687951594045440
5012359327923645827,4367484255
-93435224115531958,903240108828221440
8809731574364833658,4227155903
-3722235161005718092,144996911
-5937847016143052416,2759869099
7401896324648584972,215787439
3965223533587616725,2581330777
-596574890551256673,3418811333
-2880245231209242692,329346165
-8244356482227043678,892878871128932353
-3537608851792038725,563883229
3825182108772550407,873621762
945868062642713134,522197549
-5856148757380098416,1023315071483740162
-7597599636380097189,502274288
5602180567248676260,179185382
423721336224856448,190276414
-8839000295614735,2587181844
-1960516741262573246,4252376673
3731618762133045785,961491527611682817
-948485184896114119,856984912364261377
2673920832344830801,3243179795
-5991348454217908201,944996670
4263128902359309814,994929814028079105
5987657663853861626,890640444572524545
1467965361122263950,723478814
816382781967581152,701169738
-623312203746772787,175592930
121256805018245117,845642892991434752
7697080487896341281,4227219761
-3118704779014858266,938492855554904071
6067201939035995885,2904498017
3598675531425335307,1524502410
-771039767065294328,925128692115918848
4544271036091826932,822522438
-780771625606094904,127987377
-2113599186533246703,823646185
3600978762226783896,604101203
-5081981078159262842,887847177468465156
605392665441136835,2977327486
6167526649594635426,1282066896
8334353381694465857,919809816717135872
-383587183635028889,762491748224344064
-1091962432701378859,1015390128
2030143372422743393,129631920
3636951318625292112,1287288720
-8771657390393953490,962681499710640128
7032246438407710839,4821994228
5497316108785567573,1387475166
-6483664332515765262,958653553949716481
5556963301716099312,728221853949431811
-6237717172601263772,1318782109
1855964638205534932,893948242546888704
-3153459484378880399,887824291928166400
-5447921000720631850,199138633
1877884551980254326,967065695333900289
-7967115680388572438,2447103872
-5061471451764319793,3332030614
9191900861454884970,2236823886
-5781612903349638367,710182346851487745
-3287211600506295569,3322211997
-5857750221402210096,451511921
-3930941296097027930,1008427774711918597
-6352186734053182895,1006698237363965952
4245011059130821888,1004522588247293952
8027989909564929789,954007181879373825
3370100638971220396,822925531549204480
2212098078694976998,1066042802117771264
6522100907430618872,1066300243057217536
5977941337331739029,774366992753188864
-222343010915685800,1684081688
-8664451522700374107,1539050850
807902830503539323,3401531800
8915756946359982207,3252966125
-6978245260580227978,1090739646508736512
-3620130986337188484,248957610
7559562655961853068,146987312
-8045883209701240623,2946729723
6908679407168841818,622457482
-1388745029471208912,3202730908
7173598148951430069,182449792
2153154184927434176,1065062405250736128
-525251591345304642,968128999812685824
-6687965457930347328,225567005
2508302979394260305,171705774
1907412009275153711,725388389210533890
4477552953495878990,3352686059
-1786058450195753159,383854938
8888262261361092598,832819120513093632
5400321524067512862,1035523476344524802
-7088759344521832663,4227388582
-378377812430743056,997113229112422400
7753047298958859474,928226083614396416
-1248849396435011700,2736796365
-2962505079866203443,3428323179
7935328249404825934,139531805
-8794260805321125996,108607082
-4313473854076015850,3776782355
-287784389493119744,1042887123337195520
4970227527050093516,3483393321
4810030201750779735,124758299
-1165221331132657857,142072003
4834723241895742770,1097589962210508803
6103263350327609314,2343731829
1992202884256562795,769999572013899777
-2192854259277840609,159576169
8403405170039823725,143999000
-9185989896153187365,4189135767
744637571083069814,987502507382407168
-7466969572773881631,2810665427
7100871761203413715,4018161309
5987071729621816834,937011366690467841
4166096655948076111,910539656722251776
6322262628112811703,1059184080
5494628523733193063,503576257
8122614055380370629,772505653000667137
-8406451075394595276,3020221960
5141867255091771871,926258757352546309
-6646646294634299344,191715617
-9222847178814893203,418115258
-299375484832068399,1012073484560818182
-2063849854891108807,4195130434
-3637127802665986738,3799364128
-663197246622524980,4869210831
5822626281536018502,3307616110
-1969945639989693938,1286606894
5185363627474902828,941449976735059968
4661037503374592806,1604719873
-2249993637738680220,256113276
5599812619273380014,4238618643
-3959206075339369008,878712294389186562
-5636061561683459612,1097618958579126274
-5775523092045902371,2752978457
-1014911278389810644,2458354476
1127646451325873497,3328795281
2771207292449082218,938140662
-9071375566073856797,760963856378241024
-5961601964496066085,1013788206800793600
2919861674050369443,175194444
-145617991840680193,250283137
2271888281731319336,37318224
3760859827817019449,144647176
-7175246912296205084,883146487890423808
-8919620354470124216,718858302
1413860270444509279,788167633891917824
-7246759213454851224,783493140472799233
8272346484357379130,755043143687471105
6582408905546357088,805521127124729857
-8320192569545461972,343117196
-8680682310856595967,4901006920
-4437882119483161952,116311176
-7980811188161185649,595655929
-1705141298281903176,310602518
7707066525239105745,187767962
6903380901504188948,409560553
-420382834736393981,1406077494
-2246369989528124863,798694340
-6275557299606224518,362266426
-6053674903991494862,286358895
3013771918391726499,145289314
3249078982732759790,152073483
2756129428651304116,712970248354414592
-155836863767350776,344428078
3947803272548034948,172863576
-8195326472783799916,764206527909691393
3852013037944915856,233174466
5424047048788094473,753358341154496512
-6808550056246533437,138794616
-7577845567614835357,1537685870
4260576094486377691,257246499
1124661200439643136,1005120384847568897
-1533932476565956021,377112794
-2971292849640918414,3628816157
1057172523829237084,713793057062318080
8668619317218465579,828140486082838528
-3219677383942538375,256087514
9080799086692244659,551573256
-5288880809499790794,2365779397
-3442801555337998309,978660285140668416
8189253204460764725,1113824976589807617
1522663546737489875,4624413149
-5576065008496114790,2908337176
6622352049226341360,917389959069347840
7832799397580577654,2321317278
1610533340203915161,886707832627896321
-8428908100826748833,2275497823
7056746673718342796,725817941405650946
-619612122087575933,32693346
-2286853625813801582,1047518781608787968
-4715042345991685697,8255352
2333537859845952876,321122487
-5581063743292402950,3312360664
52074376417074410,1027622978794782721
-2813610237747141893,2273404711
8625436433748799236,352085089
2877365379318986925,629894023
-8426123476934409267,734526060566577156
5073675956051719650,745019695074533376
-5615644229984880658,276822991
6142211973877900158,701288267
-591859955257460018,4855039763
-9194629261031949748,775474080715767808
1870042954642209327,796740731603927041
3990975469007942838,938071725794840576
6178902941138722163,452664061
-7035629524384532410,999739208783814656
7989003783404512679,701916703
-2549117265424376740,151048859
3405446200304970344,1014605375608324096
7379287664111170421,4269204976
-4890237194465749399,880258049138733056
3362172341999432714,990707377254076416
-250213068301583200,148678992
7401007608851163746,2834926876
-6335752173131420186,509309279
-185108721709023092,52481755
4797377817723302137,131329344
3576555040508450303,1100289348866662400
-2221692619419573876,785025013
2115671064928553322,727316187634356224
-312895443715345531,609510299
-4878958326992350663,280641441
1038882868404747063,68130344
-4436633029177541997,71605006
-4535376415122656951,2351762803
895408660091317027,1100010984687763456
-5366046967956707416,2550039762
-3654120000911523490,279106506
-2126633273538548547,4234892896
4844041785485342437,141336155
4756452431976249339,144969438
4733068652848857437,224279522
2581533285375847901,751159220007993344
7621555683900877921,197883745
7023623781635606879,4144830814
-3568549808784417888,318049019
-7113110703527679365,315864204
6378490984828047235,491331292
-2605546211679669745,992268153680838656
-8291887186068552961,148540819
6841205052614217993,135165305
7197262165835615436,181266318
-3041971555203851707,978973900360044544
8516347869539668937,212038375
-652772671099748390,448952753
536882212553947375,4865893001
2323468264286158038,1084817667884765187
1275312072088594301,254278549
2762745097297913932,3304322998
7211133680629556907,2573916020
5335024547098723271,284324834
6355365453991758585,385750032
3287272102017567259,965712810503176192
-2018337566423048891,200715707
3670977838551798600,86219321
-4547769611709309025,1971997680
-3609075289832103593,3743997933
8974851946611215640,4770815896
-7722204051239457691,732717476073639937
-963615820090932680,887049016453857282
-6840216213981060785,858732780536180737
-677518323894734208,2205919640
-5388811129386230102,180497066
8208368805228296075,337631754
2589238315618421727,963552410
-7196108258032572536,266223230
7191987480839955277,503740788
-3659261787238254607,2547025483
-636837099967062922,909894671731740673
2833351650389814891,2181032211
-3098267365202257124,222214969
-5571014142608295202,3325232860
5459040283598018292,942593608947027969
-8771374370046304287,171544037
5380159069499151424,2848595111
-2700681934386192093,1038573456433008646
495393674151150058,201541008
2624561555073251315,1064100643
-8517730325402511096,199438246
844313654083378114,8488012
-1351572025249939490,4691081492
5494115492053875736,2884938334
-5757234026282757562,260204016
-683039955160896794,4197983656
7994434015633186446,1628444629
6065035026016965857,273682375
-6522298724958725428,341744657
8905148851401736929,133011925
-1385582317260276963,34155399
-6343630595249421338,128554447
-1895971330441713221,165603733
-1998324610109231927,896803531872755713
3798263276815350870,1028334326323322881
-8844954748695734309,2525439758
-3613074605867651205,1683595794
1307195014528340309,1016244667
-2392731884503591584,996042393764982791
-4252037135306387822,1086489646471761920
-2564338616840688525,763912222552756224
7910285395443271676,863817499808346112
-3224525938568466636,2792720200
-8559340762340649967,1601071051
1467624130360602191,151319723
7773478438439550183,2786327356
-2252915231988893502,3298188065
4594490779732230210,2363616834
6267941174115537214,966768137785012224
1767152064115362611,843138275216965633
1917219721037845095,25992212
6639464831775102008,325704431
6353495198694312269,896808931783213061
7261955509941825983,3637502656
7144997607862906582,346061084
8072463950908958138,891375780
162372769293081462,86755398
-3743382545673582278,1100964045753065474
1419998907565450351,1905776587
3211535488323048172,1042985053
-8611747275064495833,756202151500742656
5389928058180885028,568654572
3100884302365076093,4924373523
6721563318176662285,198978628
9065803956990699078,4867443759
96718658667542596,827971164
2792819260992559181,392428419
-4743601336878304304,475708025
8273664480865252941,244334513
-6273853833781603386,283067708
-7027901253430908830,186609646
7439451006925607664,288719414
-4132327799367781624,323620182
5291391570151966874,1688378557
-2379268183890460699,3027124966
-9143285339005140961,129197353
-225818514446455091,1097580631385612289
5298062573124788625,1071495960138792961
1946843980622985441,180563379
8134977329868563270,3081715034
3059906934018598701,277322838
4763140219586302752,837065060048637952
-3859041555323927735,307960652
-8399568510752289478,458255903
2283615959590347701,749402127970205696
-7268380271396075592,145291673
988216255426001367,2795992997
8509782016726654845,749720953349873664
-6577530711813046929,231154231
-6745922406271414488,1124067191605927939
-6284941395550902340,4834698993
-1844711664874740873,1219342280
2555507081532171289,614659117
-682388560141220569,3098501699
4015213655870557999,117558942
-1659743647132731690,37421133
-8595042705145054290,579275120
-207644243769734706,2933142465
9014177399443414070,165815703
-4267239343467961068,188337363
6351726741728514291,3373090283
-1703812814744643421,156952262
6480239478570662720,928811934
-6473797203018159058,169173026
-3459198087715360084,137319798
